OffsetValue	AccumulatedValue	Overflow
-300	54498
-200	106951
-100	146789
0	170132
100	190596
200	230028
300	282096

-100	146745
-90	149973
-80	152954
-70	155692
-60	158486
-50	160987
-40	163179
-30	165421
-20	167321
-10	168848
0	170136
10	170683
20	171270
30	172670
40	174551
50	176687
60	179024
70	181746
80	184449
90	187385
100	190582

10	170716
11	170750
12	170754
13	170786
14	170853
15	170921
16	170894
17	170974
18	171095
19	171178
20	171312
21	171416
22	171550
23	171668
24	171810
25	171968
26	172131
27	172289
28	172418
29	172557
30	172662
GNDAccumulatedData	171253	MinAccumulatedData	171312	MinDCOffsetValue	20
