OffsetValue	AccumulatedValue	Overflow
-300	25150
-200	80702
-100	123982
0	153556
100	185145
200	228226
300	283520

-100	123919
-90	127573
-80	130939
-70	133972
-60	137203
-50	140126
-40	142745
-30	145430
-20	147804
-10	150278
0	153530
10	156937
20	160030
30	163169
40	166034
50	168683
60	171581
70	174902
80	178035
90	181456
100	185179

-10	150291
-9	150583
-8	150888
-7	151187
-6	151469
-5	151821
-4	152160
-3	152487
-2	152832
-1	153155
0	153534
1	153858
2	154227
3	154553
4	154865
5	155189
6	155561
7	155929
8	156264
9	156598
10	156961
GNDAccumulatedData	155001	MinAccumulatedData	154865	MinDCOffsetValue	4
