OffsetValue	AccumulatedValue	Overflow
-300	33272
-200	89041
-100	132725
0	163198
100	195953
200	238750
300	293970

-100	132670
-90	136385
-80	139776
-70	142961
-60	146190
-50	149119
-40	151803
-30	154597
-20	157113
-10	159761
0	163205
10	166803
20	170089
30	173531
40	176890
50	179579
60	182531
70	185739
80	188911
90	192328
100	195961

0	163178
1	163512
2	163906
3	164245
4	164619
5	165005
6	165381
7	165735
8	166088
9	166435
10	166790
11	167141
12	167518
13	167921
14	168279
15	168629
16	168666
17	169016
18	169376
19	169728
20	170089
GNDAccumulatedData	165606	MinAccumulatedData	165735	MinDCOffsetValue	7
