OffsetValue	AccumulatedValue	Overflow
-300	-96506
-200	-14185
-100	68926
0	152145
100	235385
200	318324
300	400403

-100	68907
-90	77355
-80	85641
-70	93786
-60	102332
-50	110606
-40	118712
-30	127301
-20	135577
-10	143624
0	152147
10	160687
20	168710
30	176998
40	185558
50	193705
60	202008
70	210506
80	218645
90	226943
100	235482

0	152189
1	153032
2	153891
3	154732
4	155607
5	156462
6	157321
7	158144
8	159002
9	159848
10	160655
11	161522
12	162409
13	163292
14	164135
15	164928
16	165425
17	166216
18	167074
19	167907
20	168753
GNDAccumulatedData	159380	MinAccumulatedData	159002	MinDCOffsetValue	8
