Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4427	345	4440.42	3.06382	0
100	-3439	97	3440.37	3.11339	0
200	-2715	220	2723.9	3.06074	0
300	-2048	204	2058.14	3.04231	0
400	-1353	238	1373.77	2.96747	0
500	-689	207	719.423	2.84974	0
600	-38	-3	38.1182	-3.06281	0
700	637	-227	676.238	-0.342328	0
800	1314	-440	1385.71	-0.32312	0
900	2008	-569	2087.06	-0.276128	0
1000	2696	-657	2774.9	-0.239035	0
SourceAmp:	600	MinSinkAmp:	600	MinMagnitude:	38.1182

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-555	-506	751.04	-2.40234	0
510	-639	222	676.465	2.80722	0
520	-575	198	608.136	2.80996	0
530	-510	177	539.842	2.80754	0
540	-446	155	472.166	2.80712	0
550	-378	131	400.056	2.80798	0
560	-312	108	330.164	2.80835	0
570	-246	84	259.946	2.81254	0
580	-181	61	191.003	2.81653	0
590	-115	37	120.806	2.83031	0
600	-47	13	48.7647	2.87174	0
610	21	-11	23.7065	-0.482513	0
620	88	-35	94.7048	-0.378546	0
630	156	-59	166.784	-0.361578	0
640	221	-82	235.722	-0.355295	0
650	290	-106	308.765	-0.350431	0
660	358	-131	381.215	-0.350788	0
670	426	-155	453.322	-0.348959	0
680	496	-179	527.311	-0.346341	0
690	566	-203	601.303	-0.344366	0
700	633	-227	672.472	-0.344324	0
SourceAmp:	600	MinSinkAmp:	610	MinMagnitude:	23.7065

Amp	Real	Quad	Magnitude	Phase	Overflow
600	-39	6	39.4588	2.98894	0
601	-40	11	41.4849	2.87323	0
602	-35	9	36.1386	2.8899	0
603	-27	6	27.6586	2.92292	0
604	-22	4	22.3607	2.96174	0
605	-14	2	14.1421	2.9997	0
606	-7	-1	7.07107	-2.9997	0
607	-2	-3	3.60555	-2.1588	0
608	7	-6	9.21954	-0.708626	0
609	15	-8	17	-0.489957	0
610	20	-10	22.3607	-0.463648	0
611	27	-13	29.9666	-0.448723	0
612	33	-15	36.2491	-0.426627	0
613	40	-17	43.4626	-0.401871	0
614	46	-19	49.7695	-0.3917	0
615	53	-22	57.3847	-0.393451	0
616	60	-24	64.622	-0.380506	0
617	67	-27	72.2357	-0.383077	0
618	74	-29	79.4796	-0.373497	0
619	81	-32	87.0919	-0.376242	0
620	87	-34	93.4077	-0.372554	0
SourceAmp:	600	MinSinkAmp:	607	MinMagnitude:	3.60555

