Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4445	348	4458.6	3.06346	0
100	-3453	83	3454	3.11756	0
200	-2737	218	2745.67	3.06211	0
300	-2085	219	2096.47	3.03694	0
400	-1403	256	1426.16	2.96111	0
500	-753	220	784.48	2.85734	0
600	-106	8	106.301	3.06626	0
700	563	-217	603.372	-0.367888	0
800	1236	-433	1309.65	-0.336963	0
900	1912	-579	1997.74	-0.294046	0
1000	2581	-666	2665.54	-0.252531	0
SourceAmp:	598	MinSinkAmp:	600	MinMagnitude:	106.301

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-608	-486	778.37	-2.46725	0
510	-702	233	739.657	2.82112	0
520	-639	209	672.311	2.82549	0
530	-575	188	604.954	2.82559	0
540	-511	166	537.287	2.82749	0
550	-446	143	468.364	2.83132	0
560	-380	120	398.497	2.83571	0
570	-314	96	328.347	2.84489	0
580	-249	73	259.48	2.85641	0
590	-184	50	190.672	2.87626	0
600	-118	26	120.83	2.92472	0
610	-49	2	49.0408	3.1008	0
620	16	-21	26.4008	-0.91972	0
630	84	-45	95.2943	-0.491809	0
640	149	-69	164.201	-0.433684	0
650	218	-93	237.008	-0.40323	0
660	284	-117	307.156	-0.390784	0
670	352	-141	379.19	-0.380996	0
680	420	-164	450.884	-0.372269	0
690	489	-189	524.254	-0.368817	0
700	556	-212	595.046	-0.364278	0
SourceAmp:	598	MinSinkAmp:	620	MinMagnitude:	26.4008

Amp	Real	Quad	Magnitude	Phase	Overflow
610	-46	-1	46.0109	-3.11986	0
611	-44	1	44.0114	3.11887	0
612	-38	-2	38.0526	-3.08901	0
613	-32	-4	32.249	-3.01724	0
614	-24	-6	24.7386	-2.89661	0
615	-18	-9	20.1246	-2.67795	0
616	-11	-11	15.5563	-2.35619	0
617	-5	-13	13.9284	-1.93797	0
618	2	-16	16.1245	-1.44644	0
619	8	-18	19.6977	-1.15257	0
620	14	-20	24.4131	-0.96007	0
621	21	-23	31.1448	-0.830821	0
622	28	-25	37.5366	-0.728855	0
623	35	-28	44.8219	-0.674741	0
624	43	-30	52.4309	-0.609163	0
625	50	-33	59.9083	-0.583373	0
626	56	-35	66.0379	-0.558599	0
627	63	-37	73.0616	-0.53103	0
628	69	-39	79.2591	-0.514451	0
629	76	-42	86.8332	-0.504861	0
630	83	-45	94.414	-0.496811	0
SourceAmp:	598	MinSinkAmp:	617	MinMagnitude:	13.9284

