OffsetValue	AccumulatedValue	Overflow
-300	-157908
-200	-58017
-100	42793
0	144190
100	245190
200	345704
300	445084

-100	42722
-90	52930
-80	62990
-70	73076
-60	83269
-50	93402
-40	103428
-30	113711
-20	123833
-10	133871
0	144120
10	154328
20	164278
30	174384
40	184601
50	194629
60	204694
70	214921
80	224913
90	234968
100	245186

0	144108
1	145125
2	146142
3	147170
4	148198
5	149212
6	150268
7	151294
8	152296
9	153292
10	154273
11	155329
12	156319
13	157392
14	158403
15	159442
16	160298
17	161272
18	162311
19	163245
20	164295
GNDAccumulatedData	155931	MinAccumulatedData	156319	MinDCOffsetValue	12
