Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1358	-117	1363.03	-3.05565	0
100	-744	-51	745.746	-3.07315	0
200	-113	14	113.864	3.01833	0
300	520	73	525.099	0.139473	0
400	1150	131	1157.44	0.113424	0
500	1775	188	1784.93	0.105522	0
600	2397	244	2409.39	0.101444	0
700	2916	289	2930.29	0.0987858	0
800	3165	319	3181.04	0.100451	0
900	3405	348	3422.74	0.101849	0
1000	3629	375	3648.32	0.102969	0
SourceAmp:	188	MinSinkAmp:	200	MinMagnitude:	113.864

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-733	-51	734.772	-3.07213	0
110	-680	-46	681.554	-3.07405	0
120	-616	-38	617.171	-3.07998	0
130	-554	-32	554.923	-3.0839	0
140	-492	-25	492.635	-3.09082	0
150	-427	-19	427.423	-3.09713	0
160	-364	-12	364.198	-3.10864	0
170	-301	-6	301.06	-3.12166	0
180	-238	1	238.002	3.13739	0
190	-175	7	175.14	3.10161	0
200	-112	13	112.752	3.02604	0
210	-47	19	50.6952	2.75742	0
220	15	26	30.0167	1.04752	0
230	78	32	84.309	0.389317	0
240	143	38	147.963	0.259732	0
250	206	44	210.647	0.21043	0
260	267	50	271.641	0.185122	0
270	331	56	335.704	0.167597	0
280	395	62	399.836	0.155692	0
290	459	68	464.01	0.147078	0
300	521	74	526.229	0.141091	0
SourceAmp:	188	MinSinkAmp:	220	MinMagnitude:	30.0167

Amp	Real	Quad	Magnitude	Phase	Overflow
210	-46	19	49.7695	2.74989	0
211	-40	20	44.7214	2.67795	0
212	-35	21	40.8167	2.60117	0
213	-29	22	36.4005	2.4926	0
214	-23	22	31.8277	2.37841	0
215	-16	23	28.0179	2.1786	0
216	-9	23	24.6982	1.94378	0
217	-3	24	24.1868	1.69515	0
218	4	25	25.318	1.41214	0
219	10	26	27.8568	1.20362	0
220	15	26	30.0167	1.04752	0
221	22	27	34.8281	0.887087	0
222	28	28	39.598	0.785398	0
223	35	28	44.8219	0.674741	0
224	42	29	51.0392	0.604306	0
225	48	30	56.6039	0.558599	0
226	54	30	61.7738	0.507099	0
227	61	31	68.4251	0.470183	0
228	66	31	72.9178	0.439113	0
229	73	32	79.7057	0.413129	0
230	79	32	85.235	0.384864	0
SourceAmp:	188	MinSinkAmp:	217	MinMagnitude:	24.1868

