Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4321	351	4335.23	3.06054	0
100	-3337	139	3339.89	3.09996	0
200	-2574	259	2587	3.04131	0
300	-1886	263	1904.25	3.00304	0
400	-1171	291	1206.62	2.89802	0
500	-503	208	544.31	2.74949	0
600	175	-20	176.139	-0.113792	0
700	870	-259	907.734	-0.289346	0
800	1563	-483	1635.93	-0.299712	0
900	2262	-627	2347.29	-0.2704	0
1000	2943	-715	3028.61	-0.238332	0
SourceAmp:	618	MinSinkAmp:	600	MinMagnitude:	176.139

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-349	-553	653.919	-2.13377	0
510	-439	203	483.663	2.70846	0
520	-374	179	414.629	2.6952	0
530	-305	156	342.58	2.66881	0
540	-239	132	273.029	2.63698	0
550	-170	108	201.405	2.57563	0
560	-102	83	131.503	2.45854	0
570	-34	59	68.0955	2.09359	0
580	33	35	48.1041	0.814801	0
590	102	11	102.591	0.107428	0
600	172	-14	172.569	-0.0812163	0
610	242	-40	245.284	-0.163808	0
620	311	-64	317.517	-0.202954	0
630	381	-89	391.257	-0.229481	0
640	450	-114	464.215	-0.248113	0
650	521	-139	539.224	-0.260722	0
660	590	-164	612.369	-0.271122	0
670	660	-189	686.528	-0.2789	0
680	731	-214	761.68	-0.284792	0
690	801	-239	835.896	-0.289967	0
700	869	-264	908.216	-0.294937	0
SourceAmp:	618	MinSinkAmp:	580	MinMagnitude:	48.1041

Amp	Real	Quad	Magnitude	Phase	Overflow
570	-12	31	33.2415	1.94013	0
571	-25	55	60.4152	1.99742	0
572	-20	54	57.5847	1.9255	0
573	-12	51	52.3927	1.80189	0
574	-5	49	49.2544	1.67249	0
575	1	47	47.0106	1.54952	0
576	7	44	44.5533	1.41303	0
577	15	41	43.6578	1.22007	0
578	22	39	44.7772	1.05719	0
579	29	36	46.2277	0.892677	0
580	35	35	49.4975	0.785398	0
581	42	32	52.8015	0.651077	0
582	49	29	56.9386	0.534395	0
583	56	27	62.1691	0.44926	0
584	63	25	67.7791	0.377767	0
585	70	22	73.3757	0.304511	0
586	77	19	79.3095	0.241921	0
587	84	17	85.703	0.199684	0
588	89	15	90.2552	0.16697	0
589	97	12	97.7394	0.123086	0
590	104	10	104.48	0.0958591	0
SourceAmp:	618	MinSinkAmp:	570	MinMagnitude:	33.2415

