Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4496	373	4511.45	3.05882	0
100	-3514	87	3515.08	3.11684	0
200	-2770	201	2777.28	3.06916	0
300	-2094	203	2103.82	3.04495	0
400	-1392	230	1410.87	2.97784	0
500	-716	215	747.583	2.84988	0
600	-70	19	72.5328	2.87655	0
700	596	-200	628.662	-0.323763	0
800	1268	-409	1332.33	-0.312019	0
900	1963	-534	2034.34	-0.265605	0
1000	2671	-619	2741.79	-0.227728	0
SourceAmp:	576	MinSinkAmp:	600	MinMagnitude:	72.5328

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-607	-501	787.051	-2.45157	0
510	-663	238	704.424	2.79695	0
520	-600	215	637.358	2.79751	0
530	-536	195	570.369	2.79267	0
540	-473	173	503.645	2.79096	0
550	-408	151	435.046	2.78713	0
560	-342	128	365.168	2.78346	0
570	-277	106	296.589	2.77611	0
580	-214	84	229.896	2.76755	0
590	-148	60	159.7	2.75644	0
600	-80	37	88.1419	2.70839	0
610	-12	13	17.6918	2.31622	0
620	52	-10	52.9528	-0.189988	0
630	120	-34	124.724	-0.276097	0
640	186	-57	194.538	-0.297365	0
650	254	-81	266.603	-0.308703	0
660	321	-105	337.737	-0.316133	0
670	389	-129	409.832	-0.320207	0
680	458	-153	482.88	-0.322405	0
690	526	-176	554.664	-0.322891	0
700	592	-199	624.552	-0.324282	0
SourceAmp:	576	MinSinkAmp:	610	MinMagnitude:	17.6918

Amp	Real	Quad	Magnitude	Phase	Overflow
600	-71	27	75.9605	2.7782	0
601	-72	34	79.6241	2.70041	0
602	-66	32	73.3485	2.69014	0
603	-59	29	65.7419	2.68475	0
604	-54	28	60.8276	2.66324	0
605	-47	25	53.2353	2.65274	0
606	-41	23	47.0106	2.63036	0
607	-34	20	39.4462	2.60987	0
608	-27	18	32.45	2.55359	0
609	-20	15	25	2.49809	0
610	-13	13	18.3848	2.35619	0
611	-6	11	12.53	2.07014	0
612	-1	9	9.05539	1.68145	0
613	5	7	8.60233	0.950547	0
614	13	4	13.6015	0.298499	0
615	19	2	19.105	0.104877	0
616	27	-1	27.0185	-0.0370201	0
617	34	-3	34.1321	-0.0880074	0
618	40	-5	40.3113	-0.124355	0
619	47	-8	47.676	-0.168597	0
620	53	-10	53.9351	-0.186487	0
SourceAmp:	576	MinSinkAmp:	613	MinMagnitude:	8.60233

