Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4327	309	4338.02	3.0703	0
100	-3309	85	3310.09	3.11591	0
200	-2548	209	2556.56	3.05975	0
300	-1855	233	1869.58	3.01664	0
400	-1149	266	1179.39	2.91409	0
500	-495	162	520.835	2.82531	0
600	176	-67	188.322	-0.363743	0
700	860	-297	909.84	-0.332525	0
800	1542	-512	1624.78	-0.320583	0
900	2247	-641	2336.64	-0.277888	0
1000	2980	-684	3057.49	-0.225622	0
SourceAmp:	596	MinSinkAmp:	600	MinMagnitude:	188.322

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-371	-443	577.832	-2.26797	0
510	-435	157	462.465	2.79522	0
520	-369	134	392.577	2.79326	0
530	-302	111	321.753	2.78937	0
540	-237	89	253.16	2.78236	0
550	-170	65	182.003	2.77639	0
560	-103	42	111.234	2.75441	0
570	-35	18	39.3573	2.66658	0
580	31	-4	31.257	-0.128323	0
590	99	-29	103.16	-0.284957	0
600	167	-52	174.909	-0.301862	0
610	235	-76	246.984	-0.312788	0
620	302	-100	318.126	-0.319762	0
630	371	-124	391.174	-0.322559	0
640	439	-147	462.958	-0.323117	0
650	509	-172	537.276	-0.325871	0
660	577	-195	609.06	-0.325904	0
670	646	-219	682.112	-0.32685	0
680	715	-242	754.844	-0.326359	0
690	784	-266	827.896	-0.327098	0
700	851	-289	898.734	-0.32738	0
SourceAmp:	596	MinSinkAmp:	580	MinMagnitude:	31.257

Amp	Real	Quad	Magnitude	Phase	Overflow
570	-24	3	24.1868	3.01724	0
571	-29	16	33.121	2.63743	0
572	-24	14	27.7849	2.61352	0
573	-16	12	20	2.49809	0
574	-10	10	14.1421	2.35619	0
575	-2	7	7.28011	1.8491	0
576	4	5	6.40312	0.896055	0
577	11	2	11.1803	0.179853	0
578	18	0	18	0	0
579	25	-3	25.1794	-0.119429	0
580	31	-5	31.4006	-0.159913	0
581	38	-7	38.6394	-0.182168	0
582	45	-9	45.8912	-0.197396	0
583	52	-12	53.3667	-0.226799	0
584	59	-14	60.6383	-0.232979	0
585	66	-17	68.1542	-0.252096	0
586	73	-19	75.4321	-0.254625	0
587	80	-21	82.7103	-0.256708	0
588	86	-24	89.2861	-0.272146	0
589	92	-26	95.6033	-0.275426	0
590	99	-28	102.883	-0.275629	0
SourceAmp:	596	MinSinkAmp:	576	MinMagnitude:	6.40312

