Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4395	339	4408.05	3.06461	0
100	-3402	99	3403.44	3.1125	0
200	-2653	221	2662.19	3.05848	0
300	-1974	232	1987.59	3.0246	0
400	-1272	263	1298.9	2.9377	0
500	-612	197	642.925	2.83017	0
600	50	-23	55.0364	-0.431139	0
700	730	-252	772.272	-0.332397	0
800	1412	-469	1487.85	-0.320688	0
900	2110	-605	2195.02	-0.279238	0
1000	2809	-687	2891.79	-0.239863	0
SourceAmp:	590	MinSinkAmp:	600	MinMagnitude:	55.0364

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-479	-503	694.586	-2.33176	0
510	-555	198	589.261	2.79891	0
520	-492	176	522.532	2.79805	0
530	-424	153	450.76	2.79529	0
540	-360	131	383.094	2.7926	0
550	-293	107	311.926	2.79145	0
560	-225	83	239.821	2.78819	0
570	-159	61	170.3	2.77526	0
580	-94	38	101.39	2.75742	0
590	-28	14	31.305	2.67795	0
600	42	-10	43.1741	-0.233743	0
610	110	-34	115.135	-0.299776	0
620	176	-58	185.311	-0.318338	0
630	245	-82	258.358	-0.322975	0
640	312	-106	329.515	-0.327509	0
650	380	-130	401.622	-0.329624	0
660	450	-155	475.946	-0.331717	0
670	518	-178	547.73	-0.330988	0
680	587	-202	620.784	-0.331429	0
690	657	-226	694.784	-0.331309	0
700	724	-250	765.948	-0.332485	0
SourceAmp:	590	MinSinkAmp:	590	MinMagnitude:	31.305

Amp	Real	Quad	Magnitude	Phase	Overflow
580	-80	20	82.4621	2.89661	0
581	-87	35	93.7763	2.75911	0
582	-81	33	87.4643	2.75472	0
583	-74	30	79.8499	2.75644	0
584	-68	28	73.5391	2.75099	0
585	-60	26	65.3911	2.73268	0
586	-54	23	58.6941	2.73894	0
587	-47	21	51.4782	2.7214	0
588	-41	19	45.1885	2.70764	0
589	-33	16	36.6742	2.69014	0
590	-27	14	30.4138	2.66324	0
591	-20	12	23.3238	2.60117	0
592	-11	9	14.2127	2.45586	0
593	-5	6	7.81025	2.26553	0
594	2	4	4.47214	1.10715	0
595	8	1	8.06226	0.124355	0
596	14	0	14	0	0
597	21	-3	21.2132	-0.141897	0
598	28	-5	28.4429	-0.176709	0
599	35	-8	35.9026	-0.224711	0
600	42	-10	43.1741	-0.233743	0
SourceAmp:	590	MinSinkAmp:	594	MinMagnitude:	4.47214

