Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2290	-435	2330.95	-2.95387	0
100	-2221	-416	2259.62	-2.95644	0
200	-1676	-301	1702.81	-2.96389	0
300	-1084	-182	1099.17	-2.97525	0
400	-487	-63	491.058	-3.01294	0
500	106	54	118.962	0.471166	0
600	703	166	722.333	0.231883	0
700	1304	276	1332.89	0.208578	0
800	1906	385	1944.5	0.199312	0
900	2501	493	2549.13	0.194626	0
1000	3102	601	3159.68	0.191375	0
SourceAmp:	511	MinSinkAmp:	500	MinMagnitude:	118.962

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-484	-64	488.213	-3.01012	0
410	-426	-52	429.162	-3.02013	0
420	-367	-40	369.173	-3.03303	0
430	-308	-28	309.27	-3.05093	0
440	-250	-16	250.511	-3.07768	0
450	-190	-4	190.042	-3.12054	0
460	-132	7	132.185	3.08861	0
470	-71	19	73.4983	2.88011	0
480	-11	30	31.9531	1.92224	0
490	48	42	63.7809	0.71883	0
500	107	53	119.407	0.459902	0
510	167	65	179.204	0.37118	0
520	226	76	238.437	0.324403	0
530	285	87	297.983	0.296278	0
540	343	99	357.001	0.280993	0
550	403	110	417.743	0.266462	0
560	465	122	480.738	0.256583	0
570	524	133	540.615	0.248568	0
580	582	144	599.55	0.242551	0
590	642	155	660.446	0.2369	0
600	704	166	723.306	0.231566	0
SourceAmp:	511	MinSinkAmp:	480	MinMagnitude:	31.9531

Amp	Real	Quad	Magnitude	Phase	Overflow
470	-71	19	73.4983	2.88011	0
471	-65	20	68.0074	2.84309	0
472	-59	22	62.9682	2.78468	0
473	-53	23	57.7754	2.73216	0
474	-47	24	52.7731	2.66947	0
475	-41	25	48.0208	2.59403	0
476	-36	26	44.4072	2.51611	0
477	-30	27	40.3609	2.40878	0
478	-24	28	36.8782	2.27942	0
479	-18	29	34.1321	2.12629	0
480	-11	30	31.9531	1.92224	0
481	-5	31	31.4006	1.73071	0
482	0	32	32	1.5708	0
483	6	34	34.5254	1.39612	0
484	11	34	35.7351	1.2579	0
485	17	36	39.8121	1.12962	0
486	23	37	43.566	1.01463	0
487	29	38	47.8017	0.918927	0
488	35	39	52.4023	0.8394	0
489	41	41	57.9828	0.785398	0
490	47	42	63.0317	0.729277	0
SourceAmp:	511	MinSinkAmp:	481	MinMagnitude:	31.4006

