Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2327	-442	2368.61	-2.95388	0
100	-2282	-430	2322.16	-2.95535	0
200	-1798	-338	1829.49	-2.95577	0
300	-1223	-229	1244.25	-2.95649	0
400	-641	-119	651.952	-2.95803	0
500	-65	-11	65.9242	-2.97395	0
600	514	94	522.525	0.180881	0
700	1097	198	1114.73	0.17857	0
800	1683	302	1709.88	0.177552	0
900	2263	406	2299.13	0.177519	0
1000	2845	513	2890.88	0.178399	0
SourceAmp:	499	MinSinkAmp:	500	MinMagnitude:	65.9242

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-639	-121	650.355	-2.95445	0
410	-582	-109	592.119	-2.95645	0
420	-525	-98	534.068	-2.95705	0
430	-467	-87	475.035	-2.95741	0
440	-409	-76	416.001	-2.95787	0
450	-351	-65	356.968	-2.95848	0
460	-296	-54	300.885	-2.96114	0
470	-237	-43	240.869	-2.96211	0
480	-179	-32	181.838	-2.96469	0
490	-121	-22	122.984	-2.96174	0
500	-64	-11	64.9384	-2.97138	0
510	-6	0	6	3.14159	0
520	52	10	52.9528	0.189988	0
530	111	21	112.969	0.186979	0
540	167	31	169.853	0.18354	0
550	226	42	229.87	0.183745	0
560	285	53	289.886	0.183865	0
570	342	63	347.754	0.182168	0
580	397	73	403.656	0.181848	0
590	455	84	462.689	0.18256	0
600	514	95	522.705	0.182762	0
SourceAmp:	499	MinSinkAmp:	510	MinMagnitude:	6

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-64	-11	64.9384	-2.97138	0
501	-58	-10	58.8558	-2.97086	0
502	-52	-9	52.7731	-2.97021	0
503	-46	-8	46.6905	-2.9694	0
504	-41	-7	41.5933	-2.97249	0
505	-35	-6	35.5106	-2.97181	0
506	-29	-4	29.2746	-3.00453	0
507	-23	-3	23.1948	-3.01189	0
508	-18	-2	18.1108	-3.03094	0
509	-12	-1	12.0416	-3.05845	0
510	-6	0	6	3.14159	0
511	0	1	1	1.5708	0
512	6	2	6.32456	0.321751	0
513	12	3	12.3693	0.244979	0
514	18	4	18.4391	0.218669	0
515	24	5	24.5153	0.205395	0
516	29	6	29.6142	0.204018	0
517	35	7	35.6931	0.197396	0
518	40	9	41	0.221314	0
519	47	10	48.0521	0.20964	0
520	52	11	53.1507	0.208465	0
SourceAmp:	499	MinSinkAmp:	511	MinMagnitude:	1

