Amp	Real	Quad	Magnitude	Phase	Overflow
0	-2294	-452	2338.11	-2.94705	0
100	-2178	-434	2220.82	-2.9449	0
200	-1606	-343	1642.22	-2.93118	0
300	-1008	-235	1035.03	-2.91255	0
400	-408	-123	426.137	-2.84879	0
500	186	-13	186.454	-0.069779	0
600	782	95	787.749	0.120891	0
700	1385	203	1399.8	0.145534	0
800	1987	312	2011.35	0.155749	0
900	2584	424	2618.56	0.162637	0
1000	3179	546	3225.55	0.170093	0
SourceAmp:	498	MinSinkAmp:	500	MinMagnitude:	186.454

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-406	-124	424.514	-2.84517	0
410	-348	-113	365.887	-2.82762	0
420	-289	-101	306.14	-2.80538	0
430	-231	-91	248.278	-2.76632	0
440	-171	-79	188.367	-2.70881	0
450	-111	-68	130.173	-2.59195	0
460	-53	-57	77.8332	-2.31985	0
470	7	-45	45.5412	-1.41648	0
480	67	-35	75.591	-0.481397	0
490	127	-24	129.248	-0.186774	0
500	187	-13	187.451	-0.069407	0
510	246	-3	246.018	-0.0121945	0
520	303	8	303.106	0.0263965	0
530	364	19	364.496	0.0521505	0
540	423	30	424.062	0.0708034	0
550	484	41	485.733	0.084509	0
560	544	52	546.48	0.0952987	0
570	604	62	607.174	0.102291	0
580	663	73	667.007	0.109664	0
590	723	84	727.863	0.115664	0
600	784	95	789.735	0.120586	0
SourceAmp:	498	MinSinkAmp:	470	MinMagnitude:	45.5412

Amp	Real	Quad	Magnitude	Phase	Overflow
460	-52	-58	77.8974	-2.3017	0
461	-46	-56	72.4707	-2.25847	0
462	-40	-55	68.0074	-2.19959	0
463	-34	-54	63.8122	-2.13272	0
464	-27	-52	58.5918	-2.04971	0
465	-21	-51	55.1543	-1.9614	0
466	-15	-50	52.2015	-1.86225	0
467	-9	-49	49.8197	-1.75245	0
468	-4	-48	48.1664	-1.65394	0
469	2	-46	46.0435	-1.52735	0
470	8	-45	45.7056	-1.39486	0
471	14	-44	46.1736	-1.26274	0
472	19	-43	47.0106	-1.15473	0
473	25	-42	48.8774	-1.03389	0
474	31	-41	51.4004	-0.923404	0
475	37	-40	54.4885	-0.82434	0
476	42	-39	57.3149	-0.748378	0
477	48	-38	61.2209	-0.669639	0
478	55	-37	66.2873	-0.592187	0
479	60	-36	69.9714	-0.54042	0
480	67	-35	75.591	-0.481397	0
SourceAmp:	498	MinSinkAmp:	470	MinMagnitude:	45.7056

