OffsetValue	AccumulatedValue	Overflow
-300	-51851
-200	17710
-100	87850
0	158737
100	229452
200	299333
300	368504

-100	87817
-90	95835
-80	102586
-70	108280
-60	116773
-50	123477
-40	129244
-30	137761
-20	144392
-10	149824
0	158665
10	167511
20	172987
30	179575
40	188077
50	193796
60	200455
70	209009
80	214710
90	221424
100	229453

0	158736
1	159662
2	160573
3	161551
4	162478
5	163473
6	164382
7	165337
8	165785
9	166678
10	167568
11	168474
12	169285
13	170171
14	171063
15	171945
16	170119
17	170836
18	171559
19	172266
20	172983
GNDAccumulatedData	168386	MinAccumulatedData	168474	MinDCOffsetValue	11
