Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4	-36	36.2215	-1.68145	0
100	254	531	588.623	1.12462	0
200	511	1106	1218.34	1.13799	0
300	762	1678	1842.91	1.14453	0
400	1013	2250	2467.52	1.14776	0
500	1271	2765	3043.13	1.13993	0
600	1559	3176	3538	1.11448	0
700	1861	3531	3991.4	1.08575	0
800	2190	3834	4415.39	1.05182	0
900	2519	4137	4843.57	1.02386	0
1000	2859	4425	5268.25	0.997166	0
SourceAmp:	1	MinSinkAmp:	0	MinMagnitude:	36.2215

Amp	Real	Quad	Magnitude	Phase	Overflow
0	845	-590	1030.59	-0.609534	0
10	22	20	29.7321	0.737815	0
20	47	76	89.3588	1.01694	0
30	73	133	151.717	1.06882	0
40	99	190	214.245	1.09045	0
50	124	246	275.485	1.1039	0
60	150	302	337.2	1.1098	0
70	176	360	400.719	1.11608	0
80	202	418	464.25	1.12064	0
90	229	475	527.32	1.12157	0
100	254	532	589.525	1.12536	0
110	280	589	652.166	1.12704	0
120	305	647	715.286	1.13028	0
130	332	703	777.453	1.12958	0
140	357	761	840.577	1.13216	0
150	383	819	904.129	1.13337	0
160	409	877	967.683	1.13442	0
170	435	933	1029.42	1.13452	0
180	459	990	1091.23	1.13666	0
190	485	1048	1154.79	1.13736	0
200	511	1105	1217.43	1.13764	0
SourceAmp:	1	MinSinkAmp:	10	MinMagnitude:	29.7321

Amp	Real	Quad	Magnitude	Phase	Overflow
0	-4	-36	36.2215	-1.68145	0
1	-2	-31	31.0644	-1.63522	0
2	1	-25	25.02	-1.53082	0
3	4	-20	20.3961	-1.3734	0
4	5	-15	15.8114	-1.24905	0
5	8	-9	12.0416	-0.844154	0
6	11	-3	11.4018	-0.266252	0
7	14	3	14.3178	0.211093	0
8	16	9	18.3576	0.512389	0
9	19	14	23.6008	0.635027	0
10	22	20	29.7321	0.737815	0
11	24	26	35.3836	0.825377	0
12	26	31	40.4599	0.872894	0
13	29	37	47.0106	0.906022	0
14	32	42	52.8015	0.91972	0
15	34	48	58.8218	0.954499	0
16	37	54	65.4599	0.970083	0
17	40	60	72.111	0.982794	0
18	42	66	78.2304	1.00407	0
19	45	72	84.9058	1.0122	0
20	47	75	88.5099	1.011	0
SourceAmp:	1	MinSinkAmp:	6	MinMagnitude:	11.4018

