Amp	Real	Quad	Magnitude	Phase	Overflow
0	2187	3752	4342.86	1.04305	0
100	1735	3755	4136.45	1.13797	0
200	1320	2987	3265.67	1.15469	0
300	924	2228	2412	1.17766	0
400	554	1467	1568.12	1.20971	0
500	236	709	747.246	1.24947	0
600	-59	-44	73.6003	-2.50081	0
700	-346	-826	895.54	-1.96748	0
800	-814	-1453	1665.47	-2.08145	0
900	-1317	-2078	2460.2	-2.13569	0
1000	-1826	-2673	3237.16	-2.17011	0
SourceAmp:	605	MinSinkAmp:	600	MinMagnitude:	73.6003

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-401	1005	1082.05	1.95044	0
510	214	621	656.839	1.23894	0
520	194	531	565.329	1.22051	0
530	175	435	468.882	1.18831	0
540	158	343	377.641	1.13913	0
550	140	247	283.917	1.05515	0
560	122	151	194.126	0.891228	0
570	102	59	117.835	0.524409	0
580	85	-31	90.4765	-0.349715	0
590	66	-119	136.077	-1.06441	0
600	45	-201	205.976	-1.35055	0
610	24	-284	285.012	-1.48649	0
620	0	-361	361	-1.5708	0
630	-34	-423	424.364	-1.651	0
640	-71	-483	488.191	-1.71675	0
650	-109	-543	553.832	-1.7689	0
660	-149	-599	617.254	-1.8146	0
670	-191	-658	685.161	-1.85331	0
680	-234	-715	752.317	-1.88708	0
690	-279	-772	820.868	-1.91759	0
700	-321	-829	888.978	-1.94023	0
SourceAmp:	605	MinSinkAmp:	580	MinMagnitude:	90.4765

Amp	Real	Quad	Magnitude	Phase	Overflow
570	-12	218	218.33	1.62579	0
571	100	58	115.603	0.525584	0
572	98	49	109.567	0.463648	0
573	96	38	103.247	0.376909	0
574	95	27	98.7623	0.276909	0
575	91	15	92.228	0.163366	0
576	89	8	89.3588	0.0896467	0
577	87	-2	87.023	-0.0229845	0
578	85	-9	85.4751	-0.105489	0
579	83	-18	84.9294	-0.21356	0
580	81	-26	85.0706	-0.310599	0
581	79	-35	86.406	-0.417049	0
582	77	-43	88.193	-0.509301	0
583	74	-51	89.8721	-0.603433	0
584	73	-60	94.4934	-0.687963	0
585	70	-68	97.591	-0.770906	0
586	68	-78	103.479	-0.853785	0
587	67	-83	106.668	-0.891663	0
588	65	-93	113.464	-0.960792	0
589	62	-103	120.221	-1.02895	0
590	61	-111	126.657	-1.0683	0
SourceAmp:	605	MinSinkAmp:	579	MinMagnitude:	84.9294

