2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732
2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131
0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592
0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731
0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642
0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143
0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652
0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719
0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319
0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095
0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762	0.100652658
0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624	0.140707762
0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597	0.231488624
0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045	0.536239597
0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873	2.721267045
2.721267045	0.536239597	0.231488624	0.140707762	0.100652658	0.081167095	0.072109319	0.069033719	0.07189652	0.080966143	0.100286642	0.140297731	0.232844592	0.531288131	2.718788732	2.533464873
