Amp	Real	Quad	Magnitude	Phase	Overflow
0	54	-139	149.121	-1.20025	0
100	292	469	552.472	1.01392	0
200	530	1083	1205.73	1.11568	0
300	761	1700	1862.56	1.1499	0
400	995	2301	2506.92	1.16266	0
500	1257	2780	3050.98	1.14615	0
600	1556	3149	3512.45	1.11186	0
700	1867	3483	3951.83	1.07874	0
800	2203	3786	4380.3	1.04381	0
900	2545	4084	4812.08	1.01352	0
1000	2892	4372	5241.95	0.986392	0
SourceAmp:	0	MinSinkAmp:	0	MinMagnitude:	149.121

Amp	Real	Quad	Magnitude	Phase	Overflow
0	939	-720	1183.27	-0.65415	0
10	77	-79	110.318	-0.798218	0
20	101	-18	102.591	-0.176366	0
30	125	42	131.867	0.324149	0
40	149	103	181.135	0.604846	0
50	173	164	238.38	0.758698	0
60	196	225	298.397	0.854173	0
70	220	285	360.035	0.913407	0
80	245	348	425.593	0.957375	0
90	269	410	490.368	0.990147	0
100	293	469	553.001	1.01239	0
110	317	531	618.425	1.0326	0
120	340	593	683.556	1.0502	0
130	364	654	748.473	1.06292	0
140	388	715	813.492	1.07361	0
150	412	777	879.473	1.08325	0
160	436	840	946.412	1.09203	0
170	459	901	1011.18	1.09963	0
180	483	962	1076.44	1.10549	0
190	507	1023	1141.74	1.11067	0
200	530	1085	1207.53	1.11641	0
SourceAmp:	0	MinSinkAmp:	20	MinMagnitude:	102.591

Amp	Real	Quad	Magnitude	Phase	Overflow
10	78	-78	110.309	-0.785398	0
11	79	-73	107.564	-0.745945	0
12	82	-67	105.891	-0.685065	0
13	84	-61	103.812	-0.628088	0
14	87	-55	102.927	-0.563749	0
15	89	-49	101.597	-0.503274	0
16	92	-42	101.134	-0.428264	0
17	94	-36	100.658	-0.365747	0
18	96	-30	100.578	-0.302885	0
19	99	-24	101.868	-0.237836	0
20	101	-19	102.772	-0.185946	0
21	104	-12	104.69	-0.114877	0
22	106	-6	106.17	-0.0565434	0
23	109	0	109	0	0
24	111	7	111.221	0.0629797	0
25	113	13	113.745	0.114541	0
26	116	18	117.388	0.153945	0
27	118	25	120.619	0.208777	0
28	120	31	123.94	0.252806	0
29	122	37	127.487	0.294462	0
30	125	43	132.189	0.33132	0
SourceAmp:	0	MinSinkAmp:	18	MinMagnitude:	100.578

