Amp	Real	Quad	Magnitude	Phase	Overflow
0	-20	-125	126.59	-1.72945	0
100	228	476	527.788	1.1241	0
200	477	1083	1183.39	1.15592	0
300	719	1693	1839.35	1.16919	0
400	960	2292	2484.93	1.17415	0
500	1218	2768	3024.13	1.15627	0
600	1507	3149	3491.02	1.12444	0
700	1816	3491	3935.09	1.09112	0
800	2138	3787	4348.84	1.05684	0
900	2476	4092	4782.79	1.02665	0
1000	2806	4362	5186.59	0.999158	0
SourceAmp:	9	MinSinkAmp:	0	MinMagnitude:	126.59

Amp	Real	Quad	Magnitude	Phase	Overflow
0	870	-712	1124.21	-0.685855	0
10	4	-64	64.1249	-1.50838	0
20	28	-5	28.4429	-0.176709	0
30	53	55	76.3806	0.803915	0
40	79	116	140.346	0.972913	0
50	104	176	204.431	1.03709	0
60	128	235	267.599	1.07205	0
70	153	295	332.316	1.09234	0
80	178	356	398.02	1.10715	0
90	204	417	464.225	1.11582	0
100	228	477	528.69	1.12491	0
110	254	537	594.041	1.12898	0
120	279	599	660.789	1.1349	0
130	303	660	726.229	1.14041	0
140	328	719	790.282	1.14281	0
150	353	780	856.159	1.14581	0
160	378	841	922.044	1.14839	0
170	403	904	989.76	1.15144	0
180	427	963	1053.42	1.15344	0
190	453	1024	1119.73	1.15429	0
200	476	1086	1185.74	1.15771	0
SourceAmp:	9	MinSinkAmp:	20	MinMagnitude:	28.4429

Amp	Real	Quad	Magnitude	Phase	Overflow
10	4	-64	64.1249	-1.50838	0
11	6	-59	59.3043	-1.46945	0
12	8	-54	54.5894	-1.42372	0
13	10	-47	48.0521	-1.36116	0
14	13	-42	43.9659	-1.27063	0
15	16	-35	38.4838	-1.14202	0
16	18	-28	33.2866	-0.999459	0
17	21	-22	30.4138	-0.80865	0
18	23	-16	28.0179	-0.607802	0
19	26	-10	27.8568	-0.367174	0
20	28	-5	28.4429	-0.176709	0
21	31	0	31	0	0
22	33	7	33.7343	0.209023	0
23	36	13	38.2753	0.346539	0
24	39	19	43.382	0.453339	0
25	41	25	48.0208	0.547562	0
26	44	32	54.4059	0.628796	0
27	46	38	59.6657	0.690446	0
28	48	43	64.4438	0.730508	0
29	50	48	69.3109	0.764993	0
30	53	55	76.3806	0.803915	0
SourceAmp:	9	MinSinkAmp:	19	MinMagnitude:	27.8568

