Amp	Real	Quad	Magnitude	Phase	Overflow
0	-46	-42	62.2896	-2.40162	0
100	201	569	603.458	1.23123	0
200	446	1185	1266.15	1.21082	0
300	685	1800	1925.93	1.20716	0
400	928	2391	2564.77	1.20057	0
500	1197	2865	3105	1.17504	0
600	1498	3246	3574.99	1.13843	0
700	1812	3582	4014.23	1.10247	0
800	2147	3891	4444.04	1.06658	0
900	2486	4193	4874.57	1.03562	0
1000	2831	4480	5299.52	1.00724	0
SourceAmp:	18	MinSinkAmp:	0	MinMagnitude:	62.2896

Amp	Real	Quad	Magnitude	Phase	Overflow
0	867	-639	1077.04	-0.635145	0
10	-22	18	28.4253	2.45586	0
20	3	79	79.0569	1.53284	0
30	28	140	142.773	1.3734	0
40	53	201	207.87	1.31298	0
50	78	264	275.282	1.28351	0
60	102	323	338.723	1.26492	0
70	127	385	405.406	1.25217	0
80	152	447	472.137	1.24302	0
90	176	508	537.624	1.23728	0
100	201	570	604.401	1.23178	0
110	226	631	670.251	1.22687	0
120	251	693	737.055	1.2233	0
130	275	756	804.463	1.22192	0
140	299	817	869.994	1.21996	0
150	325	878	936.221	1.21628	0
160	349	941	1003.63	1.21564	0
170	373	1002	1069.17	1.21443	0
180	398	1064	1136	1.21285	0
190	423	1124	1200.96	1.21086	0
200	446	1186	1267.09	1.2111	0
SourceAmp:	18	MinSinkAmp:	10	MinMagnitude:	28.4253

Amp	Real	Quad	Magnitude	Phase	Overflow
0	-46	-41	61.6198	-2.4136	0
1	-44	-36	56.8507	-2.45586	0
2	-41	-29	50.2195	-2.52597	0
3	-39	-23	45.2769	-2.60875	0
4	-37	-18	41.1461	-2.68881	0
5	-34	-12	36.0555	-2.8023	0
6	-31	-6	31.5753	-2.95041	0
7	-29	0	29	3.14159	0
8	-27	6	27.6586	2.92292	0
9	-24	12	26.8328	2.67795	0
10	-22	18	28.4253	2.45586	0
11	-19	25	31.4006	2.22067	0
12	-17	30	34.4819	2.08635	0
13	-15	35	38.0789	1.97569	0
14	-12	42	43.6807	1.8491	0
15	-9	48	48.8365	1.75614	0
16	-7	55	55.4437	1.69739	0
17	-4	61	61.131	1.63628	0
18	-1	68	68.0074	1.5855	0
19	1	75	75.0067	1.55746	0
20	4	79	79.1012	1.52021	0
SourceAmp:	18	MinSinkAmp:	9	MinMagnitude:	26.8328

