Amp	Real	Quad	Magnitude	Phase	Overflow
0	-231	31	233.071	3.00819	0
100	-9	632	632.064	1.58504	0
200	210	1241	1258.64	1.40317	0
300	425	1846	1894.29	1.34451	0
400	653	2416	2502.69	1.30682	0
500	915	2869	3011.38	1.26207	0
600	1215	3225	3446.28	1.2105	0
700	1530	3548	3863.83	1.16366	0
800	1865	3850	4277.93	1.11969	0
900	2199	4153	4699.26	1.08383	0
1000	2540	4441	5116.06	1.05126	0
SourceAmp:	6	MinSinkAmp:	0	MinMagnitude:	233.071

Amp	Real	Quad	Magnitude	Phase	Overflow
0	760	-550	938.136	-0.626445	0
10	-209	92	228.353	2.72693	0
20	-188	151	241.133	2.46491	0
30	-165	211	267.854	2.23446	0
40	-143	271	306.415	2.05634	0
50	-120	332	353.021	1.91763	0
60	-99	391	403.339	1.81878	0
70	-77	451	457.526	1.7399	0
80	-54	513	515.834	1.67567	0
90	-31	573	573.838	1.62484	0
100	-10	634	634.079	1.58657	0
110	12	694	694.104	1.55351	0
120	35	755	755.811	1.52447	0
130	57	816	817.988	1.50106	0
140	78	877	880.462	1.48209	0
150	101	937	942.428	1.46342	0
160	123	998	1005.55	1.44817	0
170	145	1060	1069.87	1.43485	0
180	167	1120	1132.38	1.42278	0
190	189	1181	1196.03	1.41211	0
200	212	1240	1257.99	1.40147	0
SourceAmp:	6	MinSinkAmp:	10	MinMagnitude:	228.353

Amp	Real	Quad	Magnitude	Phase	Overflow
0	-231	32	233.206	3.00394	0
1	-229	37	231.97	2.9814	0
2	-227	43	231.037	2.95438	0
3	-225	50	230.489	2.92292	0
4	-223	55	229.682	2.89978	0
5	-221	61	229.264	2.87228	0
6	-219	67	229.02	2.8447	0
7	-216	73	228.002	2.81568	0
8	-214	79	228.116	2.78795	0
9	-212	85	228.405	2.76027	0
10	-209	92	228.353	2.72693	0
11	-207	98	229.026	2.69943	0
12	-205	103	229.421	2.676	0
13	-203	109	230.413	2.64883	0
14	-200	115	230.705	2.61976	0
15	-199	121	232.899	2.59528	0
16	-196	128	234.094	2.56307	0
17	-194	134	235.78	2.53712	0
18	-191	140	236.814	2.50907	0
19	-189	146	238.824	2.48385	0
20	-187	151	240.354	2.4623	0
SourceAmp:	6	MinSinkAmp:	7	MinMagnitude:	228.002

