Amp	Real	Quad	Magnitude	Phase	Overflow
0	-249	-13	249.339	-3.08943	0
100	-23	599	599.441	1.60917	0
200	198	1216	1232.01	1.40938	0
300	416	1832	1878.64	1.34751	0
400	647	2410	2495.34	1.30852	0
500	914	2873	3014.88	1.26279	0
600	1227	3225	3450.53	1.20724	0
700	1551	3556	3879.53	1.15951	0
800	1896	3863	4303.21	1.11453	0
900	2242	4167	4731.86	1.07718	0
1000	2593	4460	5159	1.04417	0
SourceAmp:	10	MinSinkAmp:	0	MinMagnitude:	249.339

Amp	Real	Quad	Magnitude	Phase	Overflow
0	766	-582	962.019	-0.649738	0
10	-229	47	233.773	2.93916	0
20	-206	108	232.594	2.65872	0
30	-184	169	249.834	2.39866	0
40	-161	230	280.751	2.18152	0
50	-138	292	322.967	2.01229	0
60	-116	352	370.621	1.88913	0
70	-94	413	423.562	1.79459	0
80	-71	475	480.277	1.71917	0
90	-48	537	539.141	1.65994	0
100	-26	598	598.565	1.61425	0
110	-3	660	660.007	1.57534	0
120	19	722	722.25	1.54449	0
130	42	785	786.123	1.51734	0
140	64	845	847.42	1.4952	0
150	87	908	912.158	1.47527	0
160	108	969	975	1.4598	0
170	130	1030	1038.17	1.44525	0
180	153	1092	1102.67	1.43159	0
190	175	1154	1167.19	1.4203	0
200	197	1215	1230.87	1.41006	0
SourceAmp:	10	MinSinkAmp:	20	MinMagnitude:	232.594

Amp	Real	Quad	Magnitude	Phase	Overflow
10	-229	46	233.574	2.94336	0
11	-227	51	232.659	2.92059	0
12	-225	57	232.108	2.89348	0
13	-223	63	231.728	2.86626	0
14	-221	69	231.521	2.83897	0
15	-219	75	231.487	2.81165	0
16	-215	83	230.465	2.77317	0
17	-213	89	230.846	2.7458	0
18	-211	95	231.4	2.71854	0
19	-209	100	231.692	2.69532	0
20	-207	106	232.562	2.66833	0
21	-205	112	233.6	2.64156	0
22	-203	119	235.308	2.61138	0
23	-201	124	236.172	2.58883	0
24	-198	131	237.413	2.55709	0
25	-196	137	239.134	2.53155	0
26	-193	143	240.204	2.50392	0
27	-191	149	242.244	2.4791	0
28	-189	154	243.797	2.45788	0
29	-187	160	246.108	2.43385	0
30	-184	167	248.485	2.40459	0
SourceAmp:	10	MinSinkAmp:	16	MinMagnitude:	230.465

