	None0	
CoarseR0	700.437254068986	
CoarseR10	935.5254769912564	
CoarseR20	1186.0808324347852	
CoarseR30	1457.2686930329737	
CoarseR40	1755.8117632973904	
CoarseR50	2084.9808175167814	
CoarseR60	2450.627515077253	
CoarseR70	2858.5518379346236	
CoarseR80	3313.3785403343472	
CoarseR90	3831.660965012064	
CoarseR100	4417.754177729548	
CoarseR110	5082.984415372783	
CoarseR120	5865.0619297828	
CoarseR130	6770.721287189415	
CoarseR140	7859.810376987084	
CoarseR150	9136.619617068229	
CoarseR160	10715.574152221836	
CoarseR170	12628.843502857395	
CoarseR180	15068.004054964475	
CoarseR190	18156.398551861617	
CoarseR200	22011.67816938537	
CoarseR210	26779.215703953214	
CoarseR220	31698.08611954337	
CoarseR230	35556.498320243016	
CoarseR240	36692.90139880477	
CoarseR250	34790.75550427537	
MaxZout:	36692.90139880477	CoarseR:	240	None:	0

	None0	
CoarseR230	35556.498320243016	
CoarseR231	35854.17034687478	
CoarseR232	36323.8751698711	
CoarseR233	36249.51647913036	
CoarseR234	36659.842521443345	
CoarseR235	36815.767984822014	
CoarseR236	36874.39007248174	
CoarseR237	36715.49575443779	
CoarseR238	36753.13800771625	
CoarseR239	36741.02380430735	
CoarseR240	36695.58814091688	
CoarseR241	36620.909300666026	
CoarseR242	36516.05749356913	
CoarseR243	36597.13555376587	
CoarseR244	36210.50458002603	
CoarseR245	36258.74276159302	
CoarseR246	36033.32756464056	
CoarseR247	35785.60584814999	
CoarseR248	35353.14074161356	
CoarseR249	35057.615074331225	
CoarseR250	34739.17032329832	
MaxZout:	36874.39007248174	CoarseR:	236	None:	0

	None0	
FineR0	33551.998717686474	
FineR10	35453.66496641161	
FineR20	36145.1606183721	
FineR30	36665.80957283313	
FineR40	36785.909556370316	
FineR50	36835.64867861921	
FineR60	36885.795311503825	
FineR70	36709.620119012594	
FineR80	36732.06038228455	
FineR90	36735.314419573595	
FineR100	36958.76934220115	
FineR110	36743.868098220264	
FineR120	36749.16541339053	
FineR130	36753.13800771625	
FineR140	36747.12758323495	
FineR150	36749.77145034583	
FineR160	36757.09908871935	
FineR170	36751.08605523214	
FineR180	36745.073024473764	
FineR190	36751.069663719114	
FineR200	36739.05999644559	
FineR210	36739.04164779367	
FineR220	36739.04164779367	
FineR230	36743.7062036911	
FineR240	36743.7062036911	
FineR250	36747.039117317945	
MaxZout:	36958.76934220115	FineR:	100	None:	0

	None0	
FineR100	36958.76934220115	
FineR101	36737.24908129004	
FineR102	36737.24908129004	
FineR103	36737.24908129004	
FineR104	36749.87505021662	
FineR105	36749.87505021662	
FineR106	36749.87505021662	
FineR107	36743.868098220264	
FineR108	36743.868098220264	
FineR109	36743.868098220264	
FineR110	36965.58208843986	
FineR111	36743.868098220264	
FineR112	36755.174211009806	
FineR113	36737.8611489433	
FineR114	36737.8611489433	
FineR115	36737.8611489433	
FineR116	36737.8611489433	
FineR117	36737.8611489433	
FineR118	36749.16541339053	
FineR119	36749.16541339053	
FineR120	36731.85420238707	
MaxZout:	36965.58208843986	FineR:	110	None:	0

