Amp	Real	Quad	Magnitude	Phase	Overflow
0	228	-275	357.224	-0.878567	0
100	550	-149	569.825	-0.264559	0
200	1178	-284	1211.75	-0.236572	0
300	1745	-272	1766.07	-0.15463	0
400	2286	-206	2295.26	-0.089871	0
500	2816	-44	2816.34	-0.0156237	0
600	3350	126	3352.37	0.0375942	0
700	3891	290	3901.79	0.0743934	0
800	4516	329	4527.97	0.0727236	0
900	5168	319	5177.84	0.0616478	0
1000	5910	217	5913.98	0.0367009	0
SourceAmp:	18	MinSinkAmp:	0	MinMagnitude:	357.224

Amp	Real	Quad	Magnitude	Phase	Overflow
0	36	-83	90.471	-1.16155	0
10	-36	7	36.6742	2.94954	0
20	27	-10	28.7924	-0.354706	0
30	90	-28	94.255	-0.301619	0
40	155	-46	161.682	-0.288495	0
50	219	-63	227.882	-0.280108	0
60	281	-80	292.166	-0.277359	0
70	345	-97	358.377	-0.274084	0
80	412	-115	427.749	-0.272198	0
90	478	-132	495.891	-0.269436	0
100	541	-149	561.143	-0.268753	0
110	607	-166	629.289	-0.266949	0
120	673	-183	697.437	-0.265498	0
130	737	-199	763.394	-0.263724	0
140	800	-215	828.387	-0.262546	0
150	866	-232	896.538	-0.261752	0
160	932	-249	964.689	-0.26107	0
170	997	-264	1031.36	-0.258854	0
180	1059	-280	1095.39	-0.258485	0
190	1123	-295	1161.1	-0.256885	0
200	1186	-309	1225.59	-0.254873	0
SourceAmp:	18	MinSinkAmp:	20	MinMagnitude:	28.7924

Amp	Real	Quad	Magnitude	Phase	Overflow
10	4	-21	21.3776	-1.38257	0
11	-30	6	30.5941	2.9442	0
12	-25	4	25.318	2.98294	0
13	-19	2	19.105	3.03672	0
14	-12	0	12	3.14159	0
15	-6	-1	6.08276	-2.97644	0
16	2	-3	3.60555	-0.982794	0
17	8	-5	9.43398	-0.558599	0
18	15	-7	16.5529	-0.436627	0
19	21	-9	22.8473	-0.404892	0
20	26	-10	27.8568	-0.367174	0
21	32	-12	34.176	-0.358771	0
22	39	-14	41.4367	-0.344647	0
23	46	-15	48.3839	-0.315215	0
24	53	-17	55.6597	-0.310387	0
25	59	-19	61.9839	-0.311547	0
26	66	-21	69.2604	-0.308053	0
27	72	-23	75.5844	-0.309199	0
28	77	-24	80.6536	-0.302145	0
29	83	-26	86.977	-0.303571	0
30	90	-28	94.255	-0.301619	0
SourceAmp:	18	MinSinkAmp:	16	MinMagnitude:	3.60555

