-0.503426015	0.155447811	0.059428617	0.022757614	0.008682744	0.003327355	0.001293788	0.000553467	0.000369585	0.000555068	0.001293152	0.003322014	0.008695927	0.022702161	0.059428621	0.155442782
0.155447811	-0.503404438	0.155442797	0.059522439	0.022702161	0.008682744	0.003326807	0.001292868	0.000554807	0.000370165	0.000554277	0.001292055	0.003328629	0.008680166	0.022757613	0.059522439
0.059428621	0.155442782	-0.503441185	0.155679174	0.059373956	0.022702161	0.008686633	0.003323719	0.001294837	0.000555426	0.000369273	0.000553542	0.00129504	0.003325178	0.008682744	0.022702161
0.022757613	0.059522439	0.155679181	-0.503931433	0.155630797	0.059373956	0.022733093	0.008678288	0.003329705	0.001296115	0.000554557	0.000369585	0.000555068	0.001293152	0.003327355	0.008680166
0.008682744	0.022702161	0.05937396	0.155630805	-0.504058748	0.155630797	0.059472315	0.022711145	0.008694278	0.003330684	0.001293788	0.000554807	0.000370165	0.000554277	0.001294256	0.003325178
0.003327355	0.008680166	0.022694106	0.059482832	0.15591599	-0.504058748	0.155447811	0.059455153	0.022737713	0.008682744	0.003326807	0.001294837	0.000555426	0.000369273	0.000554605	0.001293152
0.001294256	0.003325178	0.008673988	0.022727603	0.059570551	0.15591599	-0.503404438	0.155548811	0.059428617	0.022702161	0.008686633	0.003329705	0.001296115	0.000554557	0.00036956	0.000554277
0.000554605	0.001293152	0.003322014	0.008684651	0.022755495	0.059570551	0.155442782	-0.503426015	0.155442797	0.059373956	0.022733093	0.008694278	0.003327355	0.001293788	0.000553467	0.000369273
0.00036956	0.000554277	0.001292055	0.003326349	0.008695927	0.022755495	0.059522439	0.155447811	-0.503441185	0.155630797	0.059472315	0.022737713	0.008682744	0.003326807	0.001292868	0.000554557
0.000553467	0.000369273	0.000553542	0.001292974	0.003328629	0.008695927	0.022702161	0.059428621	0.155679181	-0.504058748	0.155447811	0.059428617	0.022702161	0.008686633	0.003323719	0.001293788
0.001292868	0.000554557	0.000369585	0.000554604	0.00129504	0.003328629	0.008680166	0.022757613	0.05937396	0.15591599	-0.503404438	0.155442797	0.059373956	0.022733093	0.008678288	0.003326807
0.003323719	0.001293788	0.000554807	0.00037023	0.000555068	0.00129504	0.003325178	0.008682744	0.022694106	0.059570551	0.155442782	-0.503441185	0.155630797	0.059472315	0.022711145	0.008686633
0.008678288	0.003326807	0.001294837	0.000556085	0.000370165	0.000555068	0.001293152	0.003327355	0.008673988	0.022755495	0.059522439	0.155679181	-0.504058748	0.155447811	0.059455153	0.022733093
0.022711145	0.008686633	0.003329705	0.001298026	0.000555426	0.000370165	0.000554277	0.001294256	0.003322014	0.008695927	0.022702161	0.05937396	0.15591599	-0.503404438	0.155548811	0.059472315
0.059455153	0.022733093	0.008694278	0.003337993	0.001296115	0.000555426	0.000369273	0.000554605	0.001292055	0.003328629	0.008680166	0.022694106	0.059570551	0.155442782	-0.503426015	0.155447811
0.155548811	0.059472315	0.022737713	0.008710055	0.003330684	0.001296115	0.000554557	0.00036956	0.000553542	0.00129504	0.003325178	0.008673988	0.022755495	0.059522439	0.155447811	-0.503404438
