OffsetValue	AccumulatedValue	Overflow
-300	-143012
-200	-52394
-100	41662
0	147343
100	253723
200	350416
300	440547

-100	41577
-90	52175
-80	62608
-70	73000
-60	83832
-50	94340
-40	104621
-30	115544
-20	126128
-10	136465
0	147269
10	158146
20	168551
30	179229
40	190137
50	200541
60	211203
70	222028
80	232457
90	242990
100	253676

0	147317
1	148430
2	149511
3	150496
4	151616
5	152784
6	153897
7	154949
8	155960
9	157060
10	158225
11	159339
12	160365
13	161446
14	162578
15	163711
16	164337
17	165382
18	166462
19	167538
20	168617
GNDAccumulatedData	157091	MinAccumulatedData	157060	MinDCOffsetValue	9
