OffsetValue	AccumulatedValue	Overflow
-300	-134035
-200	-41264
-100	53654
0	160894
100	268310
200	365906
300	457251

-100	53612
-90	64393
-80	74987
-70	85522
-60	96451
-50	107092
-40	117554
-30	128571
-20	139347
-10	149819
0	160905
10	171976
20	182449
30	193157
40	204214
50	214688
60	225384
70	236372
80	246907
90	257531
100	268296

0	160911
1	161986
2	163069
3	164134
4	165213
5	166445
6	167528
7	168566
8	169677
9	170793
10	171940
11	173059
12	174138
13	175201
14	176369
15	177505
16	178122
17	179201
18	180240
19	181334
20	182444
GNDAccumulatedData	170900	MinAccumulatedData	170793	MinDCOffsetValue	9
