OffsetValue	AccumulatedValue	Overflow
-300	-143371
-200	-49905
-100	45998
0	154556
100	263182
200	360255
300	453401

-100	45953
-90	56820
-80	67615
-70	78235
-60	89281
-50	100107
-40	110708
-30	121849
-20	132738
-10	143320
0	154423
10	165550
20	176192
30	187090
40	198249
50	208878
60	219733
70	230821
80	241476
90	252255
100	263134

-10	143319
-9	144465
-8	145526
-7	146626
-6	147746
-5	148902
-4	150001
-3	151112
-2	152177
-1	153365
0	154485
1	155605
2	156663
3	157762
4	158915
5	160018
6	161092
7	162198
8	163303
9	164486
10	165604
GNDAccumulatedData	159954	MinAccumulatedData	160018	MinDCOffsetValue	5
