OffsetValue	AccumulatedValue	Overflow
-300	-142784
-200	-44052
-100	54568
0	153476
100	252320
200	351077
300	449840

-100	54507
-90	64444
-80	74279
-70	84075
-60	94069
-50	103956
-40	113740
-30	123708
-20	133678
-10	143415
0	153313
10	163301
20	173100
30	182960
40	192977
50	202782
60	212602
70	222656
80	232452
90	242236
100	252224

10	163340
11	164327
12	165293
13	166354
14	167260
15	168333
16	169191
17	170151
18	171190
19	172137
20	173139
21	174199
22	175098
23	176041
24	177107
25	178043
26	179027
27	180023
28	181025
29	181994
30	182958
GNDAccumulatedData	169106	MinAccumulatedData	169191	MinDCOffsetValue	16
