OffsetValue	AccumulatedValue	Overflow
-300	-138686
-200	-40163
-100	58341
0	157014
100	255853
200	354545
300	453141

-100	58250
-90	68225
-80	78052
-70	87856
-60	97816
-50	107633
-40	117491
-30	127447
-20	137299
-10	147084
0	156994
10	166907
20	176749
30	186622
40	196582
50	206434
60	216262
70	226250
80	235991
90	245911
100	255900

10	166959
11	167979
12	168940
13	169955
14	170939
15	171926
16	172874
17	173834
18	174792
19	175802
20	176779
21	177788
22	178815
23	179772
24	180709
25	181709
26	182648
27	183698
28	184666
29	185640
30	186681
GNDAccumulatedData	174209	MinAccumulatedData	173834	MinDCOffsetValue	17
