Amp	Real	Quad	Magnitude	Phase	Overflow
0	167	1092	1104.7	1.41904	0
100	130	867	876.692	1.42196	0
200	92	639	645.589	1.4278	0
300	54	409	412.549	1.43953	0
400	14	182	182.538	1.49402	0
500	-27	-46	53.3385	-2.10157	0
600	-67	-273	281.101	-1.81146	0
700	-106	-500	511.113	-1.7797	0
800	-144	-731	745.048	-1.7653	0
900	-183	-960	977.287	-1.75916	0
1000	-221	-1193	1213.3	-1.75397	0
SourceAmp:	462	MinSinkAmp:	500	MinMagnitude:	53.3385

Amp	Real	Quad	Magnitude	Phase	Overflow
400	13	180	180.469	1.4987	0
410	9	159	159.255	1.51425	0
420	5	136	136.092	1.53405	0
430	1	114	114.004	1.56202	0
440	-4	91	91.0879	1.61472	0
450	-7	68	68.3593	1.67338	0
460	-10	46	47.0744	1.78486	0
470	-14	22	26.0768	2.13753	0
480	-18	0	18	3.14159	0
490	-23	-23	32.5269	-2.35619	0
500	-27	-46	53.3385	-2.10157	0
510	-30	-69	75.2396	-1.98092	0
520	-34	-92	98.0816	-1.92479	0
530	-38	-115	121.116	-1.88994	0
540	-42	-137	143.293	-1.86827	0
550	-47	-160	166.76	-1.85651	0
560	-51	-183	189.974	-1.84259	0
570	-54	-205	211.993	-1.82836	0
580	-58	-228	235.262	-1.8199	0
590	-62	-250	257.573	-1.81389	0
600	-67	-273	281.101	-1.81146	0
SourceAmp:	462	MinSinkAmp:	480	MinMagnitude:	18

Amp	Real	Quad	Magnitude	Phase	Overflow
470	-14	22	26.0768	2.13753	0
471	-15	20	25	2.2143	0
472	-15	18	23.4307	2.26553	0
473	-15	16	21.9317	2.32395	0
474	-16	14	21.2603	2.42276	0
475	-16	11	19.4165	2.53931	0
476	-17	9	19.2354	2.65469	0
477	-17	7	18.3848	2.75099	0
478	-18	5	18.6815	2.87065	0
479	-18	3	18.2483	2.97644	0
480	-19	0	19	3.14159	0
481	-19	-2	19.105	-3.03672	0
482	-19	-5	19.6469	-2.88427	0
483	-20	-7	21.1896	-2.80492	0
484	-20	-9	21.9317	-2.71874	0
485	-21	-11	23.7065	-2.65908	0
486	-21	-14	25.2389	-2.55359	0
487	-22	-16	27.2029	-2.5128	0
488	-22	-18	28.4253	-2.45586	0
489	-22	-20	29.7321	-2.40378	0
490	-23	-23	32.5269	-2.35619	0
SourceAmp:	462	MinSinkAmp:	479	MinMagnitude:	18.2483

