Amp	Real	Quad	Magnitude	Phase	Overflow
0	163	1112	1123.88	1.42525	0
100	130	890	899.444	1.42575	0
200	94	666	672.601	1.43058	0
300	60	440	444.072	1.43527	0
400	23	217	218.215	1.4652	0
500	-13	-8	15.2643	-2.58994	0
600	-50	-232	237.327	-1.78307	0
700	-87	-454	462.261	-1.76013	0
800	-122	-680	690.857	-1.74832	0
900	-158	-906	919.674	-1.74345	0
1000	-193	-1135	1151.29	-1.73923	0
SourceAmp:	506	MinSinkAmp:	500	MinMagnitude:	15.2643

Amp	Real	Quad	Magnitude	Phase	Overflow
400	23	214	215.232	1.46373	0
410	20	194	195.028	1.46807	0
420	16	172	172.743	1.47804	0
430	12	149	149.482	1.49043	0
440	8	126	126.254	1.50739	0
450	4	104	104.077	1.53235	0
460	0	82	82	1.5708	0
470	-4	59	59.1354	1.63849	0
480	-7	38	38.6394	1.75296	0
490	-10	15	18.0278	2.1588	0
500	-13	-8	15.2643	-2.58994	0
510	-17	-32	36.2353	-2.05913	0
520	-20	-54	57.5847	-1.9255	0
530	-24	-77	80.6536	-1.87294	0
540	-28	-98	101.922	-1.8491	0
550	-31	-120	123.94	-1.8236	0
560	-35	-143	147.221	-1.81083	0
570	-39	-165	169.546	-1.8029	0
580	-43	-187	191.88	-1.79681	0
590	-47	-210	215.195	-1.79098	0
600	-50	-233	238.304	-1.78218	0
SourceAmp:	506	MinSinkAmp:	500	MinMagnitude:	15.2643

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-11	14	17.8045	2.23677	0
491	-10	12	15.6205	2.26553	0
492	-11	11	15.5563	2.35619	0
493	-11	8	13.6015	2.5128	0
494	-11	6	12.53	2.64225	0
495	-12	3	12.3693	2.89661	0
496	-12	1	12.0416	3.05845	0
497	-12	-1	12.0416	-3.05845	0
498	-13	-4	13.6015	-2.84309	0
499	-13	-6	14.3178	-2.70918	0
500	-13	-8	15.2643	-2.58994	0
501	-14	-11	17.8045	-2.47562	0
502	-14	-13	19.105	-2.39321	0
503	-14	-15	20.5183	-2.32173	0
504	-15	-17	22.6716	-2.29378	0
505	-15	-20	25	-2.2143	0
506	-16	-22	27.2029	-2.19959	0
507	-16	-25	29.6816	-2.14011	0
508	-16	-27	31.3847	-2.10575	0
509	-16	-29	33.121	-2.07496	0
510	-17	-32	36.2353	-2.05913	0
SourceAmp:	506	MinSinkAmp:	496	MinMagnitude:	12.0416

