Amp	Real	Quad	Magnitude	Phase	Overflow
0	192	1119	1135.35	1.40087	0
100	159	897	910.983	1.39536	0
200	124	675	686.295	1.38912	0
300	90	450	458.912	1.3734	0
400	54	229	235.281	1.33922	0
500	17	6	18.0278	0.339293	0
600	-19	-216	216.834	-1.65853	0
700	-56	-437	440.573	-1.69825	0
800	-90	-662	668.09	-1.70592	0
900	-126	-886	894.915	-1.71206	0
1000	-160	-1113	1124.44	-1.71357	0
SourceAmp:	485	MinSinkAmp:	500	MinMagnitude:	18.0278

Amp	Real	Quad	Magnitude	Phase	Overflow
400	54	226	232.362	1.33626	0
410	50	206	211.981	1.33268	0
420	46	184	189.663	1.32582	0
430	42	162	167.356	1.31712	0
440	39	140	145.331	1.29911	0
450	35	118	123.081	1.28245	0
460	31	96	100.881	1.25845	0
470	27	74	78.7718	1.22094	0
480	24	51	56.3649	1.13095	0
490	20	29	35.2278	0.967047	0
500	17	7	18.3848	0.390607	0
510	14	-16	21.2603	-0.851966	0
520	11	-38	39.5601	-1.28902	0
530	8	-61	61.5224	-1.44039	0
540	4	-83	83.0963	-1.52264	0
550	0	-106	106	-1.5708	0
560	-4	-128	128.062	-1.60204	0
570	-8	-150	150.213	-1.62408	0
580	-12	-172	172.418	-1.64045	0
590	-16	-194	194.659	-1.65308	0
600	-20	-216	216.924	-1.66313	0
SourceAmp:	485	MinSinkAmp:	500	MinMagnitude:	18.3848

Amp	Real	Quad	Magnitude	Phase	Overflow
490	20	29	35.2278	0.967047	0
491	20	27	33.6006	0.933248	0
492	20	25	32.0156	0.896055	0
493	19	22	29.0689	0.858439	0
494	19	20	27.5862	0.811034	0
495	19	18	26.1725	0.758378	0
496	18	15	23.4307	0.694738	0
497	18	13	22.2036	0.625485	0
498	18	11	21.095	0.548549	0
499	17	9	19.2354	0.486899	0
500	17	7	18.3848	0.390607	0
501	17	4	17.4642	0.231091	0
502	16	2	16.1245	0.124355	0
503	16	0	16	0	0
504	16	-3	16.2788	-0.185348	0
505	15	-5	15.8114	-0.321751	0
506	15	-7	16.5529	-0.436627	0
507	15	-9	17.4929	-0.54042	0
508	14	-11	17.8045	-0.665969	0
509	14	-14	19.799	-0.785398	0
510	14	-16	21.2603	-0.851966	0
SourceAmp:	485	MinSinkAmp:	505	MinMagnitude:	15.8114

