Amp	Real	Quad	Magnitude	Phase	Overflow
0	172	1078	1091.64	1.41258	0
100	134	850	860.498	1.41444	0
200	96	620	627.388	1.41718	0
300	57	388	392.165	1.42493	0
400	17	158	158.912	1.46361	0
500	-23	-74	77.4919	-1.87214	0
600	-64	-303	309.685	-1.77896	0
700	-104	-534	544.033	-1.76315	0
800	-142	-766	779.051	-1.75409	0
900	-181	-998	1014.28	-1.75021	0
1000	-218	-1233	1252.12	-1.74579	0
SourceAmp:	470	MinSinkAmp:	500	MinMagnitude:	77.4919

Amp	Real	Quad	Magnitude	Phase	Overflow
400	16	155	155.824	1.46793	0
410	12	134	134.536	1.48148	0
420	8	112	112.285	1.49949	0
430	4	89	89.0898	1.52588	0
440	0	65	65	1.5708	0
450	-4	42	42.19	1.66575	0
460	-7	19	20.2485	1.92379	0
470	-11	-4	11.7047	-2.79282	0
480	-15	-28	31.7648	-2.06261	0
490	-19	-51	54.4243	-1.92742	0
500	-23	-74	77.4919	-1.87214	0
510	-27	-97	100.688	-1.84227	0
520	-31	-119	122.972	-1.82564	0
530	-35	-143	147.221	-1.81083	0
540	-39	-166	170.52	-1.80155	0
550	-44	-189	194.054	-1.79953	0
560	-48	-212	217.366	-1.79346	0
570	-52	-235	240.684	-1.78856	0
580	-56	-257	263.03	-1.78534	0
590	-60	-280	286.356	-1.78189	0
600	-64	-304	310.664	-1.77829	0
SourceAmp:	470	MinSinkAmp:	470	MinMagnitude:	11.7047

Amp	Real	Quad	Magnitude	Phase	Overflow
460	-8	19	20.6155	1.96932	0
461	-8	17	18.7883	2.01064	0
462	-8	15	17	2.06075	0
463	-8	13	15.2643	2.12245	0
464	-9	9	12.7279	2.35619	0
465	-9	7	11.4018	2.48055	0
466	-10	5	11.1803	2.67795	0
467	-10	3	10.4403	2.85014	0
468	-10	1	10.0499	3.04192	0
469	-11	-2	11.1803	-2.96174	0
470	-11	-4	11.7047	-2.79282	0
471	-12	-6	13.4164	-2.67795	0
472	-12	-9	15	-2.49809	0
473	-13	-11	17.0294	-2.43934	0
474	-13	-13	18.3848	-2.35619	0
475	-13	-16	20.6155	-2.25311	0
476	-14	-18	22.8035	-2.23184	0
477	-14	-20	24.4131	-2.18152	0
478	-15	-22	26.6271	-2.16922	0
479	-15	-25	29.1548	-2.11122	0
480	-15	-28	31.7648	-2.06261	0
SourceAmp:	470	MinSinkAmp:	468	MinMagnitude:	10.0499

