Amp	Real	Quad	Magnitude	Phase	Overflow
0	199	1102	1119.82	1.39214	0
100	164	875	890.236	1.38552	0
200	127	647	659.347	1.37697	0
300	91	416	425.837	1.35544	0
400	52	189	196.023	1.30231	0
500	14	-40	42.3792	-1.23412	0
600	-25	-268	269.164	-1.66381	0
700	-63	-496	499.985	-1.69714	0
800	-100	-727	733.845	-1.70749	0
900	-137	-957	966.756	-1.71299	0
1000	-173	-1190	1202.51	-1.71516	0
SourceAmp:	467	MinSinkAmp:	500	MinMagnitude:	42.3792

Amp	Real	Quad	Magnitude	Phase	Overflow
400	52	187	194.095	1.29957	0
410	48	166	172.8	1.28932	0
420	44	143	149.616	1.2723	0
430	40	121	127.44	1.25153	0
440	36	98	104.403	1.21875	0
450	32	76	82.4621	1.17227	0
460	29	53	60.4152	1.07013	0
470	25	29	38.2884	0.859337	0
480	21	6	21.8403	0.2783	0
490	17	-17	24.0416	-0.785398	0
500	14	-40	42.3792	-1.23412	0
510	10	-63	63.7887	-1.41338	0
520	7	-86	86.2844	-1.48958	0
530	3	-109	109.041	-1.54328	0
540	-1	-131	131.004	-1.57843	0
550	-6	-154	154.117	-1.60974	0
560	-10	-177	177.282	-1.62723	0
570	-14	-200	200.489	-1.64068	0
580	-17	-223	223.647	-1.64688	0
590	-21	-245	245.898	-1.6563	0
600	-25	-268	269.164	-1.66381	0
SourceAmp:	467	MinSinkAmp:	480	MinMagnitude:	21.8403

Amp	Real	Quad	Magnitude	Phase	Overflow
470	25	29	38.2884	0.859337	0
471	25	27	36.7967	0.823841	0
472	24	25	34.6554	0.805803	0
473	24	22	32.5576	0.741947	0
474	23	20	30.4795	0.715744	0
475	23	18	29.2062	0.664046	0
476	23	16	28.0179	0.607802	0
477	22	13	25.5539	0.533708	0
478	22	11	24.5967	0.463648	0
479	22	8	23.4094	0.348771	0
480	21	6	21.8403	0.2783	0
481	21	4	21.3776	0.188222	0
482	20	1	20.025	0.0499584	0
483	20	-1	20.025	-0.0499584	0
484	20	-3	20.2237	-0.14889	0
485	19	-6	19.9249	-0.305879	0
486	19	-8	20.6155	-0.398522	0
487	18	-10	20.5913	-0.507099	0
488	18	-12	21.6333	-0.588003	0
489	17	-14	22.0227	-0.688924	0
490	17	-17	24.0416	-0.785398	0
SourceAmp:	467	MinSinkAmp:	485	MinMagnitude:	19.9249

