Amp	Real	Quad	Magnitude	Phase	Overflow
0	200	1138	1155.44	1.39683	0
100	175	915	931.585	1.38182	0
200	147	692	707.441	1.36148	0
300	120	466	481.203	1.31876	0
400	91	243	259.48	1.21248	0
500	62	20	65.146	0.312042	0
600	32	-205	207.483	-1.41595	0
700	3	-428	428.011	-1.56379	0
800	-24	-654	654.44	-1.60748	0
900	-52	-879	880.537	-1.62989	0
1000	-79	-1106	1108.82	-1.6421	0
SourceAmp:	475	MinSinkAmp:	500	MinMagnitude:	65.146

Amp	Real	Quad	Magnitude	Phase	Overflow
400	91	241	257.608	1.20975	0
410	88	221	237.876	1.19185	0
420	85	198	215.474	1.1653	0
430	82	176	194.165	1.13479	0
440	79	153	172.192	1.09416	0
450	76	131	151.45	1.0451	0
460	73	110	132.019	0.984895	0
470	70	87	111.665	0.893258	0
480	67	64	92.6553	0.762501	0
490	65	42	77.3886	0.573667	0
500	62	20	65.146	0.312042	0
510	59	-3	59.0762	-0.0508037	0
520	57	-25	62.2415	-0.41333	0
530	54	-48	72.2496	-0.726642	0
540	51	-71	87.4185	-0.947887	0
550	48	-94	105.546	-1.09867	0
560	45	-116	124.423	-1.20074	0
570	42	-139	145.207	-1.27736	0
580	39	-160	164.685	-1.33171	0
590	36	-183	186.507	-1.37656	0
600	32	-205	207.483	-1.41595	0
SourceAmp:	475	MinSinkAmp:	510	MinMagnitude:	59.0762

Amp	Real	Quad	Magnitude	Phase	Overflow
500	62	20	65.146	0.312042	0
501	62	18	64.56	0.282555	0
502	61	15	62.8172	0.241118	0
503	61	13	62.3699	0.209974	0
504	61	11	61.9839	0.17841	0
505	61	9	61.6604	0.146484	0
506	60	6	60.2993	0.0996687	0
507	60	4	60.1332	0.0665682	0
508	60	2	60.0333	0.033321	0
509	60	0	60	0	0
510	60	-2	60.0333	-0.033321	0
511	59	-5	59.2115	-0.0845438	0
512	59	-7	59.4138	-0.118092	0
513	59	-9	59.6825	-0.151375	0
514	59	-11	60.0167	-0.184324	0
515	58	-13	59.439	-0.220494	0
516	58	-16	60.1664	-0.269167	0
517	58	-18	60.7289	-0.30092	0
518	58	-20	61.3514	-0.332059	0
519	57	-22	61.0983	-0.368349	0
520	57	-25	62.2415	-0.41333	0
SourceAmp:	475	MinSinkAmp:	511	MinMagnitude:	59.2115

