Amp	Real	Quad	Magnitude	Phase	Overflow
0	204	1122	1140.39	1.39094	0
100	172	901	917.27	1.38217	0
200	137	678	691.703	1.37142	0
300	103	453	464.562	1.34722	0
400	67	231	240.52	1.2885	0
500	31	8	32.0156	0.252554	0
600	-6	-214	214.084	-1.59883	0
700	-41	-437	438.919	-1.66434	0
800	-75	-663	667.229	-1.68344	0
900	-110	-881	887.841	-1.69501	0
1000	-144	-1114	1123.27	-1.69935	0
SourceAmp:	468	MinSinkAmp:	500	MinMagnitude:	32.0156

Amp	Real	Quad	Magnitude	Phase	Overflow
400	67	228	237.64	1.28498	0
410	64	208	217.624	1.2723	0
420	60	186	195.438	1.25875	0
430	56	163	172.351	1.23987	0
440	53	141	150.632	1.21125	0
450	49	119	128.693	1.18019	0
460	45	98	107.838	1.14033	0
470	41	76	86.3539	1.07607	0
480	33	61	69.3542	1.0749	0
490	35	30	46.0977	0.708626	0
500	31	7	31.7805	0.222082	0
510	28	-15	31.7648	-0.491809	0
520	25	-37	44.6542	-0.976583	0
530	22	-60	63.9062	-1.21935	0
540	18	-82	83.9524	-1.35471	0
550	14	-105	105.929	-1.43824	0
560	10	-127	127.393	-1.49222	0
570	6	-148	148.122	-1.53028	0
580	3	-172	172.026	-1.55336	0
590	-1	-194	194.003	-1.57595	0
600	-6	-215	215.084	-1.5987	0
SourceAmp:	468	MinSinkAmp:	510	MinMagnitude:	31.7648

Amp	Real	Quad	Magnitude	Phase	Overflow
500	31	7	31.7805	0.222082	0
501	31	5	31.4006	0.159913	0
502	31	3	31.1448	0.0964738	0
503	30	1	30.0167	0.033321	0
504	30	-1	30.0167	-0.033321	0
505	30	-4	30.2655	-0.132552	0
506	29	-6	29.6142	-0.204018	0
507	29	-8	30.0832	-0.269167	0
508	28	-10	29.7321	-0.343024	0
509	28	-12	30.4631	-0.404892	0
510	28	-15	31.7648	-0.491809	0
511	27	-17	31.9061	-0.561922	0
512	27	-19	33.0151	-0.613207	0
513	27	-22	34.8281	-0.683709	0
514	27	-24	36.1248	-0.726642	0
515	26	-26	36.7696	-0.785398	0
516	26	-28	38.2099	-0.822418	0
517	26	-30	39.6989	-0.856706	0
518	26	-33	42.0119	-0.90349	0
519	25	-35	43.0116	-0.950547	0
520	25	-37	44.6542	-0.976583	0
SourceAmp:	468	MinSinkAmp:	506	MinMagnitude:	29.6142

