Amp	Real	Quad	Magnitude	Phase	Overflow
0	154	1085	1095.87	1.4298	0
100	113	857	864.418	1.4397	0
200	74	624	628.373	1.45276	0
300	34	393	394.468	1.4845	0
400	-9	163	163.248	1.62596	0
500	-50	-69	85.2115	-2.19787	0
600	-93	-298	312.175	-1.8733	0
700	-133	-531	547.403	-1.81622	0
800	-173	-763	782.367	-1.79376	0
900	-213	-996	1018.52	-1.78148	0
1000	-253	-1230	1255.75	-1.77366	0
SourceAmp:	500	MinSinkAmp:	500	MinMagnitude:	85.2115

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-10	161	161.31	1.63283	0
410	-13	139	139.607	1.66405	0
420	-18	116	117.388	1.72474	0
430	-22	93	95.5667	1.80309	0
440	-26	70	74.6726	1.92643	0
450	-31	47	56.3028	2.15387	0
460	-34	23	41.0488	2.54683	0
470	-38	-1	38.0132	-3.11528	0
480	-42	-24	48.3735	-2.62245	0
490	-45	-48	65.7951	-2.32395	0
500	-50	-70	86.0233	-2.19105	0
510	-54	-93	107.541	-2.09686	0
520	-58	-116	129.692	-2.03444	0
530	-63	-139	152.611	-1.99634	0
540	-68	-159	172.931	-1.97493	0
550	-75	-176	191.314	-1.97363	0
560	-79	-201	215.968	-1.94528	0
570	-77	-235	247.293	-1.88743	0
580	-80	-260	272.029	-1.8693	0
590	-88	-276	289.689	-1.87945	0
600	-93	-298	312.175	-1.8733	0
SourceAmp:	500	MinSinkAmp:	470	MinMagnitude:	38.0132

Amp	Real	Quad	Magnitude	Phase	Overflow
460	-35	23	41.8808	2.56021	0
461	-35	21	40.8167	2.60117	0
462	-35	18	39.3573	2.66658	0
463	-35	16	38.4838	2.71281	0
464	-36	13	38.2753	2.79505	0
465	-36	11	37.6431	2.84505	0
466	-36	8	36.8782	2.92292	0
467	-37	6	37.4833	2.98083	0
468	-37	4	37.2156	3.0339	0
469	-37	2	37.054	3.08759	0
470	-38	-1	38.0132	-3.11528	0
471	-38	-3	38.1182	-3.06281	0
472	-39	-6	39.4588	-2.98894	0
473	-39	-8	39.8121	-2.93927	0
474	-39	-10	40.2616	-2.89059	0
475	-40	-13	42.0595	-2.82736	0
476	-40	-15	42.72	-2.78282	0
477	-40	-17	43.4626	-2.73972	0
478	-41	-20	45.618	-2.68775	0
479	-41	-22	46.5296	-2.64911	0
480	-41	-25	48.0208	-2.59403	0
SourceAmp:	500	MinSinkAmp:	466	MinMagnitude:	36.8782

