Amp	Real	Quad	Magnitude	Phase	Overflow
0	224	1112	1134.34	1.37202	0
100	193	887	907.754	1.35655	0
200	160	660	679.117	1.33296	0
300	127	432	450.281	1.28487	0
400	93	206	226.02	1.14673	0
500	58	-21	61.6847	-0.347386	0
600	23	-248	249.064	-1.47832	0
700	-11	-474	474.128	-1.594	0
800	-44	-702	703.378	-1.63339	0
900	-77	-929	932.186	-1.65349	0
1000	-110	-1158	1163.21	-1.6655	0
SourceAmp:	466	MinSinkAmp:	500	MinMagnitude:	61.6847

Amp	Real	Quad	Magnitude	Phase	Overflow
400	92	204	223.786	1.14713	0
410	89	183	203.494	1.11814	0
420	86	160	181.648	1.0776	0
430	82	138	160.524	1.03465	0
440	78	115	138.957	0.97481	0
450	75	94	120.254	0.897354	0
460	72	71	101.119	0.778405	0
470	68	48	83.2346	0.614663	0
480	65	25	69.6419	0.367174	0
490	62	2	62.0322	0.0322469	0
500	59	-21	62.6259	-0.34195	0
510	55	-44	70.4344	-0.674741	0
520	52	-66	84.0238	-0.90349	0
530	49	-89	101.597	-1.06752	0
540	45	-112	120.702	-1.18875	0
550	41	-135	141.089	-1.27595	0
560	37	-158	162.274	-1.34076	0
570	34	-180	183.183	-1.38411	0
580	30	-202	204.216	-1.42336	0
590	27	-225	226.614	-1.45137	0
600	23	-248	249.064	-1.47832	0
SourceAmp:	466	MinSinkAmp:	490	MinMagnitude:	62.0322

Amp	Real	Quad	Magnitude	Phase	Overflow
480	65	25	69.6419	0.367174	0
481	65	23	68.9493	0.340097	0
482	64	21	67.3573	0.317056	0
483	64	18	66.4831	0.274167	0
484	64	16	65.9697	0.244979	0
485	63	14	64.5368	0.218669	0
486	63	12	64.1327	0.188222	0
487	63	10	63.7887	0.157417	0
488	62	7	62.3939	0.112427	0
489	62	5	62.2013	0.080471	0
490	62	2	62.0322	0.0322469	0
491	61	0	61	0	0
492	61	-2	61.0328	-0.0327751	0
493	61	-4	61.131	-0.06548	0
494	61	-6	61.2944	-0.0980453	0
495	60	-9	60.6712	-0.14889	0
496	60	-11	61	-0.18132	0
497	59	-14	60.6383	-0.232979	0
498	59	-16	61.131	-0.264817	0
499	59	-18	61.6847	-0.296115	0
500	58	-20	61.3514	-0.332059	0
SourceAmp:	466	MinSinkAmp:	497	MinMagnitude:	60.6383

