OffsetValue	AccumulatedValue	Overflow
-300	-524226
-200	-410279
-100	-297565
0	-184490
100	-69690
200	43462
300	156516

200	43391
210	55615
220	67802
230	78243
240	89241
250	99565
260	112722
270	122741
280	132640
290	144019
300	155788
310	168325
320	178736
330	193191
340	198975
350	214922
360	225093
370	236898
380	247049
390	258539
400	268405

300	156273
301	156363
302	157022
303	158776
304	159997
305	160263
306	161923
307	164638
308	170692
309	170992
310	172262
311	169749
312	169542
313	171793
314	173531
315	174258
316	176135
317	178021
318	180292
319	182252
320	184643
GNDAccumulatedData	167945	MinAccumulatedData	169542	MinDCOffsetValue	312
