OffsetValue	AccumulatedValue	Overflow
-300	14084
-200	61098
-100	100723
0	135846
100	178976
200	214443
300	255153

-100	101046
-90	104625
-80	108118
-70	111338
-60	114525
-50	117441
-40	120441
-30	123661
-20	127290
-10	131205
0	134996
10	139660
20	143485
30	148601
40	153410
50	157780
60	162015
70	166493
80	170413
90	174509
100	178875

30	148236
31	148814
32	149081
33	149294
34	149651
35	149908
36	150309
37	151315
38	152862
39	153999
40	154696
41	155297
42	155860
43	156328
44	156845
45	157239
46	157603
47	158067
48	158687
49	159162
50	159613
GNDAccumulatedData	153513	MinAccumulatedData	153999	MinDCOffsetValue	39
