OffsetValue	AccumulatedValue	Overflow
-300	-32054
-200	35137
-100	91330
0	146791
100	201053
200	255213
300	314291

-100	91704
-90	96932
-80	102378
-70	107965
-60	113550
-50	118852
-40	124377
-30	130054
-20	135553
-10	140815
0	145826
10	151773
20	156655
30	162985
40	168890
50	174107
60	179340
70	184980
80	189922
90	195148
100	200774

20	156965
21	157724
22	158056
23	158390
24	158779
25	159067
26	159650
27	160839
28	162625
29	163918
30	164782
31	165596
32	166268
33	166872
34	167442
35	167972
36	168411
37	168972
38	169678
39	170230
40	170796
GNDAccumulatedData	165346	MinAccumulatedData	165596	MinDCOffsetValue	31
