OffsetValue	AccumulatedValue	Overflow
-300	-112434
-200	-27155
-100	58552
0	144298
100	230054
200	315661
300	400792

-100	58504
-90	67291
-80	75813
-70	84074
-60	92923
-50	101468
-40	109661
-30	118637
-20	127179
-10	135280
0	144251
10	153265
20	161394
30	169939
40	178889
50	187088
60	195636
70	204448
80	212728
90	221256
100	230041

0	144278
1	145187
2	146080
3	146975
4	147890
5	148775
6	149661
7	150572
8	151466
9	152348
10	153257
11	154173
12	155095
13	155998
14	156895
15	157758
16	157964
17	158818
18	159690
19	160538
20	161432
GNDAccumulatedData	152571	MinAccumulatedData	152348	MinDCOffsetValue	9
