OffsetValue	AccumulatedValue	Overflow
-300	-114916
-200	-27821
-100	59805
0	147683
100	235535
200	323084
300	410116

-100	59796
-90	68780
-80	77497
-70	85959
-60	95086
-50	103811
-40	112244
-30	121406
-20	130141
-10	138460
0	147633
10	156847
20	165170
30	173906
40	183072
50	191506
60	200254
70	209353
80	217822
90	226553
100	235563

0	147716
1	148629
2	149518
3	150474
4	151365
5	152318
6	153249
7	154157
8	155068
9	155986
10	156904
11	157837
12	158754
13	159675
14	160586
15	161517
16	161723
17	162585
18	163472
19	164364
20	165263
GNDAccumulatedData	154675	MinAccumulatedData	155068	MinDCOffsetValue	8
