OffsetValue	AccumulatedValue	Overflow
-300	-96653
-200	-10506
-100	76079
0	163059
100	250039
200	336690
300	422934

-100	76055
-90	84938
-80	93542
-70	101972
-60	110964
-50	119627
-40	128043
-30	137063
-20	145740
-10	154018
0	163053
10	172079
20	180401
30	189036
40	198053
50	206438
60	215131
70	224121
80	232539
90	241193
100	250088

0	163029
1	163956
2	164881
3	165803
4	166700
5	167597
6	168493
7	169418
8	170264
9	171171
10	172086
11	172964
12	173892
13	174825
14	175723
15	176639
16	176944
17	177792
18	178683
19	179544
20	180419
GNDAccumulatedData	171125	MinAccumulatedData	171171	MinDCOffsetValue	9
