Amp	Real	Quad	Magnitude	Phase	Overflow
0	829	-2984	3097.01	-1.29981	0
100	717	-2501	2601.75	-1.2916	0
200	631	-1886	1988.76	-1.24793	0
300	465	-1198	1285.08	-1.20055	0
400	279	-489	562.994	-1.05231	0
500	96	220	240.033	1.15934	0
600	-84	925	928.806	1.66136	0
700	-179	1560	1570.24	1.68504	0
800	-172	2127	2133.94	1.65149	0
900	-98	2638	2639.82	1.60793	0
1000	12	3143	3143.02	1.56698	0
SourceAmp:	500	MinSinkAmp:	500	MinMagnitude:	240.033

Amp	Real	Quad	Magnitude	Phase	Overflow
400	911	-531	1054.46	-0.527733	0
410	258	-417	490.36	-1.01674	0
420	240	-348	422.734	-0.967047	0
430	222	-277	354.983	-0.895175	0
440	204	-205	289.208	-0.787843	0
450	186	-135	229.828	-0.627837	0
460	168	-65	180.136	-0.369167	0
470	149	8	149.215	0.0536398	0
480	130	80	152.643	0.551655	0
490	112	151	188.003	0.932614	0
500	94	221	240.16	1.16864	0
510	75	291	300.51	1.31855	0
520	57	361	365.472	1.41419	0
530	39	434	435.749	1.48118	0
540	21	504	504.437	1.52915	0
550	1	575	575.001	1.56906	0
560	-18	647	647.25	1.59861	0
570	-36	718	718.902	1.62089	0
580	-54	785	786.855	1.63948	0
590	-73	857	860.103	1.65577	0
600	-91	930	934.442	1.66834	0
SourceAmp:	500	MinSinkAmp:	470	MinMagnitude:	149.215

Amp	Real	Quad	Magnitude	Phase	Overflow
460	168	-64	179.778	-0.363979	0
461	166	-57	175.514	-0.330759	0
462	164	-50	171.453	-0.295926	0
463	162	-43	167.61	-0.259449	0
464	160	-34	163.573	-0.209385	0
465	158	-26	160.125	-0.163095	0
466	156	-20	157.277	-0.12751	0
467	154	-12	154.467	-0.0777649	0
468	152	-6	152.118	-0.0394532	0
469	151	1	151.003	0.00662242	0
470	149	8	149.215	0.0536398	0
471	147	15	147.763	0.101689	0
472	145	22	146.659	0.150576	0
473	143	30	146.113	0.206791	0
474	141	37	145.774	0.256625	0
475	139	44	145.798	0.306567	0
476	138	50	146.779	0.347607	0
477	136	57	147.462	0.396878	0
478	134	64	148.499	0.445577	0
479	133	71	150.765	0.490347	0
480	130	80	152.643	0.551655	0
SourceAmp:	500	MinSinkAmp:	474	MinMagnitude:	145.774

