Amp	Real	Quad	Magnitude	Phase	Overflow
0	799	-3085	3186.79	-1.31737	0
100	664	-2652	2733.86	-1.32546	0
200	582	-2054	2134.86	-1.29468	0
300	424	-1384	1447.49	-1.27352	0
400	243	-687	728.71	-1.23082	0
500	62	8	62.514	0.128323	0
600	-107	696	704.177	1.72334	0
700	-190	1320	1333.6	1.71375	0
800	-177	1883	1891.3	1.66452	0
900	-96	2393	2394.92	1.61089	0
1000	19	2895	2895.06	1.56423	0
SourceAmp:	493	MinSinkAmp:	500	MinMagnitude:	62.514

Amp	Real	Quad	Magnitude	Phase	Overflow
400	895	-681	1124.63	-0.650437	0
410	224	-617	656.403	-1.22255	0
420	206	-548	585.44	-1.21123	0
430	187	-479	514.208	-1.1986	0
440	168	-409	442.159	-1.18105	0
450	151	-341	372.937	-1.15393	0
460	134	-272	303.216	-1.11305	0
470	115	-202	232.441	-1.05325	0
480	98	-131	163.6	-0.928518	0
490	80	-61	100.603	-0.651453	0
500	61	9	61.6604	0.146484	0
510	43	77	88.193	1.0615	0
520	26	145	147.313	1.39337	0
530	9	217	217.187	1.52935	0
540	-10	286	286.175	1.60575	0
550	-28	356	357.099	1.64929	0
560	-45	425	427.376	1.67629	0
570	-63	494	498.001	1.69764	0
580	-82	562	567.951	1.71568	0
590	-100	631	638.875	1.72797	0
600	-118	703	712.834	1.7371	0
SourceAmp:	493	MinSinkAmp:	500	MinMagnitude:	61.6604

Amp	Real	Quad	Magnitude	Phase	Overflow
490	80	-60	100	-0.643501	0
491	78	-54	94.8683	-0.605545	0
492	76	-48	89.8888	-0.563316	0
493	74	-41	84.5991	-0.50595	0
494	72	-34	79.6241	-0.441179	0
495	70	-26	74.6726	-0.355636	0
496	68	-18	70.342	-0.258771	0
497	66	-11	66.9104	-0.165149	0
498	64	-4	64.1249	-0.0624188	0
499	62	3	62.0725	0.0483494	0
500	60	9	60.6712	0.14889	0
501	58	16	60.1664	0.269167	0
502	56	23	60.5392	0.389709	0
503	55	29	62.1772	0.485227	0
504	53	36	64.0703	0.59666	0
505	51	43	66.7083	0.700496	0
506	49	50	70.0071	0.795499	0
507	47	57	73.8783	0.881257	0
508	46	63	78.0064	0.940115	0
509	44	70	82.6801	1.00963	0
510	43	77	88.193	1.0615	0
SourceAmp:	493	MinSinkAmp:	501	MinMagnitude:	60.1664

