Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1267	-102	1271.1	-3.06126	0
100	-645	-38	646.118	-3.08275	0
200	-8	25	26.2488	1.8805	0
300	630	85	635.708	0.134111	0
400	1265	143	1273.06	0.112566	0
500	1899	200	1909.5	0.104932	0
600	2522	253	2534.66	0.0999827	0
700	2983	292	2997.26	0.0975772	0
800	3234	322	3249.99	0.09924	0
900	3480	352	3497.76	0.100807	0
1000	3710	380	3729.41	0.10207	0
SourceAmp:	205	MinSinkAmp:	200	MinMagnitude:	26.2488

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-635	-37	636.077	-3.08339	0
110	-582	-32	582.879	-3.08667	0
120	-516	-25	516.605	-3.09318	0
130	-453	-19	453.398	-3.09967	0
140	-391	-13	391.216	-3.10836	0
150	-326	-6	326.055	-3.12319	0
160	-262	0	262	3.14159	0
170	-199	6	199.09	3.11145	0
180	-133	13	133.634	3.04416	0
190	-70	19	72.5328	2.87655	0
200	-7	25	25.9615	1.84381	0
210	57	31	64.8845	0.498117	0
220	120	37	125.575	0.299084	0
230	184	43	188.958	0.229576	0
240	250	49	254.757	0.193546	0
250	313	56	317.97	0.177041	0
260	375	61	379.929	0.161254	0
270	439	67	444.083	0.151451	0
280	504	73	509.259	0.143841	0
290	568	79	573.468	0.138198	0
300	631	85	636.699	0.133901	0
SourceAmp:	205	MinSinkAmp:	200	MinMagnitude:	25.9615

Amp	Real	Quad	Magnitude	Phase	Overflow
190	-69	19	71.5681	2.87289	0
191	-63	19	65.8027	2.84868	0
192	-58	20	61.3514	2.80953	0
193	-51	21	55.1543	2.75099	0
194	-45	21	49.6588	2.70497	0
195	-38	22	43.909	2.6168	0
196	-33	23	40.2244	2.5329	0
197	-27	23	35.4683	2.43602	0
198	-20	24	31.241	2.26553	0
199	-14	24	27.7849	2.09887	0
200	-7	25	25.9615	1.84381	0
201	-1	26	26.0192	1.60924	0
202	5	26	26.4764	1.38081	0
203	12	27	29.5466	1.15257	0
204	18	27	32.45	0.982794	0
205	24	28	36.8782	0.86217	0
206	31	29	42.45	0.752077	0
207	37	29	47.0106	0.664774	0
208	45	30	54.0833	0.588003	0
209	51	31	59.6825	0.546167	0
210	58	31	65.7647	0.490852	0
SourceAmp:	205	MinSinkAmp:	200	MinMagnitude:	25.9615

