Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1282	-127	1288.28	-3.04285	0
100	-628	-66	631.459	-3.03688	0
200	42	-2	42.0476	-0.0475831	0
300	713	60	715.52	0.0839537	0
400	1379	122	1384.39	0.0882402	0
500	2045	185	2053.35	0.090219	0
600	2694	248	2705.39	0.0917977	0
700	3156	299	3170.13	0.0944582	0
800	3420	331	3435.98	0.0964831	0
900	3683	362	3700.75	0.0979747	0
1000	3939	393	3958.56	0.0994424	0
SourceAmp:	210	MinSinkAmp:	200	MinMagnitude:	42.0476

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-615	-64	618.321	-3.0379	0
110	-559	-59	562.105	-3.03644	0
120	-492	-53	494.846	-3.03428	0
130	-425	-47	427.591	-3.03145	0
140	-359	-40	361.222	-3.03063	0
150	-291	-34	292.98	-3.02528	0
160	-224	-27	225.621	-3.02164	0
170	-156	-21	157.407	-3.00778	0
180	-90	-15	91.2414	-2.97644	0
190	-23	-8	24.3516	-2.80686	0
200	44	-2	44.0454	-0.0454233	0
210	111	4	111.072	0.0360204	0
220	163	9	163.248	0.0551587	0
230	226	15	226.497	0.0662745	0
240	291	21	291.757	0.0720401	0
250	356	27	357.022	0.0756978	0
260	419	33	420.298	0.0785967	0
270	485	40	486.647	0.082288	0
280	551	46	552.917	0.0832914	0
290	616	52	618.191	0.0842159	0
300	679	58	681.473	0.0852129	0
SourceAmp:	210	MinSinkAmp:	190	MinMagnitude:	24.3516

Amp	Real	Quad	Magnitude	Phase	Overflow
180	-99	-15	100.13	-2.99122	0
181	-93	-15	94.2019	-2.98168	0
182	-86	-14	87.1321	-2.98022	0
183	-80	-13	81.0494	-2.9805	0
184	-73	-13	74.1485	-2.96536	0
185	-66	-12	67.082	-2.96174	0
186	-59	-12	60.208	-2.94094	0
187	-53	-11	54.1295	-2.93695	0
188	-48	-10	49.0306	-2.9362	0
189	-41	-10	42.2019	-2.90236	0
190	-34	-9	35.171	-2.88282	0
191	-28	-9	29.4109	-2.83059	0
192	-22	-8	23.4094	-2.79282	0
193	-15	-7	16.5529	-2.70497	0
194	-8	-7	10.6301	-2.42276	0
195	-2	-6	6.32456	-1.89255	0
196	3	-6	6.7082	-1.10715	0
197	10	-5	11.1803	-0.463648	0
198	17	-4	17.4642	-0.231091	0
199	24	-4	24.3311	-0.165149	0
200	30	-3	30.1496	-0.0996687	0
SourceAmp:	210	MinSinkAmp:	195	MinMagnitude:	6.32456

