Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1298	-140	1305.53	-3.03415	0
100	-678	-84	683.184	-3.01833	0
200	-43	-25	49.7393	-2.61497	0
300	594	34	594.972	0.0571767	0
400	1226	93	1229.52	0.0757114	0
500	1855	154	1861.38	0.0828289	0
600	2477	217	2486.49	0.0873829	0
700	2974	276	2986.78	0.0925392	0
800	3225	306	3239.48	0.0946005	0
900	3467	335	3483.15	0.0963263	0
1000	3690	362	3707.71	0.0977901	0
SourceAmp:	200	MinSinkAmp:	200	MinMagnitude:	49.7393

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-668	-83	673.137	-3.01797	0
110	-614	-79	619.061	-3.01363	0
120	-551	-73	555.815	-3.00987	0
130	-488	-67	492.578	-3.00515	0
140	-425	-61	429.355	-2.99904	0
150	-360	-55	364.177	-2.98999	0
160	-296	-49	300.028	-2.97754	0
170	-233	-43	236.935	-2.9591	0
180	-170	-37	173.98	-2.92729	0
190	-106	-31	110.44	-2.85707	0
200	-43	-25	49.7393	-2.61497	0
210	22	-19	29.0689	-0.712358	0
220	85	-13	85.9884	-0.151765	0
230	150	-7	150.163	-0.0466328	0
240	213	-1	213.002	-0.0046948	0
250	277	5	277.045	0.0180486	0
260	340	11	340.178	0.0323417	0
270	403	17	403.358	0.0421586	0
280	468	22	468.517	0.046974	0
290	532	29	532.79	0.0544574	0
300	595	34	595.971	0.0570808	0
SourceAmp:	200	MinSinkAmp:	210	MinMagnitude:	29.0689

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-42	-25	48.8774	-2.60468	0
201	-36	-25	43.8292	-2.5346	0
202	-30	-24	38.4187	-2.46685	0
203	-23	-23	32.5269	-2.35619	0
204	-18	-23	29.2062	-2.23484	0
205	-11	-22	24.5967	-2.03444	0
206	-5	-21	21.587	-1.80454	0
207	2	-21	21.095	-1.47584	0
208	10	-20	22.3607	-1.10715	0
209	16	-19	24.8395	-0.870903	0
210	23	-19	29.8329	-0.690446	0
211	30	-18	34.9857	-0.54042	0
212	35	-18	39.3573	-0.475011	0
213	41	-17	44.3847	-0.393058	0
214	48	-17	50.9215	-0.340382	0
215	54	-16	56.3205	-0.288055	0
216	61	-15	62.8172	-0.241118	0
217	67	-15	68.6586	-0.220249	0
218	73	-14	74.3303	-0.18948	0
219	80	-13	81.0494	-0.161092	0
220	85	-13	85.9884	-0.151765	0
SourceAmp:	200	MinSinkAmp:	207	MinMagnitude:	21.095

