Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1369	-146	1376.76	-3.03535	0
100	-726	-87	731.194	-3.02233	0
200	-67	-25	71.5122	-2.78446	0
300	594	37	595.151	0.0622092	0
400	1253	98	1256.83	0.0780534	0
500	1908	161	1914.78	0.0841821	0
600	2559	227	2569.05	0.0884749	0
700	3085	290	3098.6	0.0937278	0
800	3348	321	3363.35	0.095586	0
900	3608	352	3625.13	0.0972532	0
1000	3863	382	3881.84	0.0985664	0
SourceAmp:	215	MinSinkAmp:	200	MinMagnitude:	71.5122

Amp	Real	Quad	Magnitude	Phase	Overflow
100	-715	-85	720.035	-3.02327	0
110	-659	-81	663.959	-3.01929	0
120	-593	-74	597.599	-3.01745	0
130	-527	-68	531.369	-3.01327	0
140	-463	-62	467.133	-3.00848	0
150	-396	-56	399.94	-3.00111	0
160	-329	-49	332.629	-2.99374	0
170	-262	-43	265.505	-2.97892	0
180	-198	-37	201.427	-2.95685	0
190	-132	-31	135.591	-2.91092	0
200	-65	-25	69.6419	-2.77442	0
210	1	-18	18.0278	-1.5153	0
220	66	-12	67.082	-0.179853	0
230	133	-6	133.135	-0.0450822	0
240	199	0	199	0	0
250	266	6	266.068	0.0225526	0
260	329	12	329.219	0.036458	0
270	397	18	397.408	0.045309	0
280	464	25	464.673	0.0538273	0
290	531	31	531.904	0.0583142	0
300	595	37	596.149	0.0621049	0
SourceAmp:	215	MinSinkAmp:	210	MinMagnitude:	18.0278

Amp	Real	Quad	Magnitude	Phase	Overflow
200	-64	-25	68.7095	-2.76919	0
201	-58	-24	62.7694	-2.74925	0
202	-51	-23	55.9464	-2.71792	0
203	-44	-23	49.6488	-2.65993	0
204	-40	-22	45.6508	-2.63875	0
205	-33	-21	39.1152	-2.57486	0
206	-26	-21	33.4215	-2.46218	0
207	-20	-20	28.2843	-2.35619	0
208	-12	-19	22.4722	-2.13411	0
209	-5	-19	19.6469	-1.82812	0
210	2	-18	18.1108	-1.46014	0
211	8	-18	19.6977	-1.15257	0
212	13	-17	21.4009	-0.91795	0
213	20	-17	26.2488	-0.704494	0
214	41	-14	43.3244	-0.32905	0
215	47	-13	48.7647	-0.269849	0
216	55	-13	56.5155	-0.232104	0
217	61	-12	62.1691	-0.194241	0
218	68	-11	68.884	-0.160375	0
219	75	-11	75.8024	-0.145628	0
220	80	-10	80.6226	-0.124355	0
SourceAmp:	215	MinSinkAmp:	210	MinMagnitude:	18.1108

