Amp	Real	Quad	Magnitude	Phase	Overflow
0	1950	3724	4203.65	1.08842	0
100	1489	3623	3917.05	1.18086	0
200	1063	2855	3046.47	1.21437	0
300	654	2088	2188.03	1.26726	0
400	273	1322	1349.89	1.36715	0
500	-52	557	559.422	1.66388	0
600	-320	-229	393.498	-2.52046	0
700	-641	-977	1168.51	-2.15144	0
800	-1131	-1603	1961.83	-2.18524	0
900	-1649	-2227	2771.05	-2.20816	0
1000	-2172	-2826	3564.25	-2.22608	0
SourceAmp:	588	MinSinkAmp:	600	MinMagnitude:	393.498

Amp	Real	Quad	Magnitude	Phase	Overflow
500	-682	951	1170.27	2.19293	0
510	-76	476	482.029	1.72912	0
520	-98	387	399.215	1.81881	0
530	-116	290	312.34	1.9513	0
540	-134	197	238.254	2.16811	0
550	-151	100	181.11	2.55665	0
560	-167	5	167.075	3.11166	0
570	-185	-85	203.593	-2.7109	0
580	-203	-170	264.781	-2.44444	0
590	-223	-259	341.775	-2.28164	0
600	-244	-346	423.382	-2.18501	0
610	-271	-418	498.162	-2.14599	0
620	-302	-480	567.101	-2.13239	0
630	-337	-543	639.076	-2.12624	0
640	-374	-605	711.267	-2.12448	0
650	-413	-668	785.362	-2.12454	0
660	-452	-729	857.756	-2.12581	0
670	-494	-792	933.435	-2.12849	0
680	-538	-854	1009.34	-2.13297	0
690	-581	-915	1083.88	-2.13653	0
700	-624	-976	1158.43	-2.13964	0
SourceAmp:	588	MinSinkAmp:	560	MinMagnitude:	167.075

Amp	Real	Quad	Magnitude	Phase	Overflow
550	-289	289	408.708	2.35619	0
551	-153	96	180.624	2.58123	0
552	-155	86	177.26	2.63504	0
553	-157	76	174.428	2.69076	0
554	-159	66	172.154	2.74814	0
555	-161	58	171.129	2.79582	0
556	-162	51	169.838	2.8366	0
557	-165	42	170.262	2.89234	0
558	-167	33	170.229	2.9465	0
559	-168	24	169.706	2.9997	0
560	-170	15	170.66	3.05359	0
561	-172	6	172.105	3.10672	0
562	-174	-2	174.011	-3.1301	0
563	-176	-11	176.343	-3.07917	0
564	-178	-17	178.81	-3.04638	0
565	-180	-27	182.014	-2.9927	0
566	-182	-35	185.335	-2.9516	0
567	-184	-44	189.188	-2.90687	0
568	-186	-54	193.68	-2.85904	0
569	-188	-64	198.595	-2.81347	0
570	-190	-73	203.541	-2.77477	0
SourceAmp:	588	MinSinkAmp:	559	MinMagnitude:	169.706

