Amp	Real	Quad	Magnitude	Phase	Overflow
0	277	-290	401.035	-0.808322	0
100	596	-161	617.363	-0.263837	0
200	1225	-290	1258.86	-0.232455	0
300	1801	-271	1821.27	-0.149351	0
400	2351	-183	2358.11	-0.0776826	0
500	2895	-21	2895.08	-0.00725376	0
600	3444	149	3447.22	0.0432367	0
700	4004	306	4015.68	0.0762753	0
800	4647	337	4659.2	0.0723932	0
900	5325	304	5333.67	0.0570273	0
1000	6083	196	6086.16	0.0322098	0
SourceAmp:	24	MinSinkAmp:	0	MinMagnitude:	401.035

Amp	Real	Quad	Magnitude	Phase	Overflow
0	97	-105	142.948	-0.824981	0
10	6	-7	9.21954	-0.86217	0
20	70	-25	74.3303	-0.343024	0
30	134	-42	140.428	-0.303734	0
40	199	-60	207.849	-0.292839	0
50	265	-78	276.241	-0.286256	0
60	328	-95	341.481	-0.28192	0
70	393	-112	408.648	-0.277627	0
80	461	-130	478.979	-0.274858	0
90	527	-148	547.387	-0.273783	0
100	591	-165	613.601	-0.272255	0
110	656	-182	680.779	-0.270632	0
120	723	-198	749.622	-0.267305	0
130	788	-215	816.804	-0.266359	0
140	853	-231	883.725	-0.264466	0
150	920	-248	952.84	-0.263307	0
160	985	-264	1019.77	-0.261866	0
170	1049	-279	1085.47	-0.25995	0
180	1113	-295	1151.43	-0.259092	0
190	1176	-309	1215.92	-0.256947	0
200	1239	-324	1280.66	-0.255774	0
SourceAmp:	24	MinSinkAmp:	10	MinMagnitude:	9.21954

Amp	Real	Quad	Magnitude	Phase	Overflow
0	3	-38	38.1182	-1.49201	0
1	-50	9	50.8035	2.9635	0
2	-44	7	44.5533	2.98382	0
3	-37	5	37.3363	3.00727	0
4	-32	4	32.249	3.01724	0
5	-25	2	25.0799	3.06176	0
6	-19	0	19	3.14159	0
7	-13	-2	13.1529	-2.98894	0
8	-7	-3	7.61577	-2.7367	0
9	0	-5	5	-1.5708	0
10	6	-7	9.21954	-0.86217	0
11	13	-8	15.2643	-0.551655	0
12	18	-10	20.5913	-0.507099	0
13	24	-11	26.4008	-0.429762	0
14	31	-14	34.0147	-0.424194	0
15	37	-15	39.9249	-0.385158	0
16	45	-17	48.1041	-0.361204	0
17	51	-20	54.7814	-0.373727	0
18	58	-21	61.6847	-0.347386	0
19	65	-23	68.9493	-0.340097	0
20	70	-25	74.3303	-0.343024	0
SourceAmp:	24	MinSinkAmp:	9	MinMagnitude:	5

