Amp	Real	Quad	Magnitude	Phase	Overflow
0	29274	15084	32931.7	0.475788	1
100	28701	15341	32543.7	0.490874	1
200	28818	15400	32674.7	0.490778	1
300	28959	15445	32820.3	0.489963	1
400	29095	15493	32962.9	0.489306	1
500	29269	15527	33132.5	0.487743	1
600	29498	15538	33340.1	0.484816	1
700	29738	15548	33557.2	0.481747	1
800	30096	15512	33858.4	0.475905	1
900	30509	15468	34206.1	0.46923	1
1000	31123	15350	34702.5	0.458196	1
SourceAmp:	600	MinSinkAmp:	100	MinMagnitude:	32543.7

Amp	Real	Quad	Magnitude	Phase	Overflow
0	30676	14611	33977.9	0.444509	1
10	28587	15307	32427.2	0.491606	1
20	28596	15312	32437.5	0.491611	1
30	28606	15318	32449.1	0.491629	1
40	28616	15326	32461.7	0.491701	1
50	28626	15333	32473.8	0.491745	1
60	28637	15341	32487.3	0.491802	1
70	28646	15346	32497.6	0.491807	1
80	28656	15352	32509.2	0.491825	1
90	28667	15359	32522.2	0.491855	1
100	28678	15368	32536.2	0.491939	1
110	28688	15372	32546.9	0.491902	1
120	28698	15377	32558.1	0.491892	1
130	28709	15383	32570.6	0.491895	1
140	28720	15390	32583.6	0.491925	1
150	28731	15396	32596.1	0.491928	1
160	28743	15404	32610.5	0.49197	1
170	28754	15409	32622.5	0.491946	1
180	28765	15413	32634.1	0.491895	1
190	28776	15419	32646.6	0.491898	1
200	28788	15426	32660.5	0.491913	1
SourceAmp:	600	MinSinkAmp:	10	MinMagnitude:	32427.2

Amp	Real	Quad	Magnitude	Phase	Overflow
0	28634	15299	32464.8	0.490706	1
1	28580	15306	32420.5	0.491681	1
2	28581	15306	32421.4	0.491666	1
3	28582	15307	32422.8	0.491679	1
4	28582	15307	32422.8	0.491679	1
5	28583	15306	32423.2	0.491637	1
6	28584	15308	32425	0.491677	1
7	28586	15310	32427.7	0.491702	1
8	28586	15309	32427.2	0.491675	1
9	28587	15309	32428.1	0.491661	1
10	28588	15311	32429.9	0.4917	1
11	28588	15310	32429.5	0.491673	1
12	28589	15311	32430.8	0.491686	1
13	28591	15314	32434	0.491738	1
14	28591	15312	32433	0.491684	1
15	28592	15313	32434.4	0.491697	1
16	28593	15312	32434.8	0.491655	1
17	28595	15316	32438.5	0.491734	1
18	28596	15316	32439.3	0.49172	1
19	28597	15316	32440.2	0.491705	1
20	28597	15316	32440.2	0.491705	1
SourceAmp:	600	MinSinkAmp:	1	MinMagnitude:	32420.5

