OffsetValue	AccumulatedValue	Overflow
-300	-78040
-200	-4948
-100	68804
0	143371
100	217725
200	291107
300	363528

-100	68747
-90	77208
-80	84274
-70	90220
-60	99214
-50	106235
-40	112356
-30	121354
-20	128314
-10	134064
0	143332
10	152603
20	158394
30	165314
40	174237
50	180345
60	187323
70	196234
80	202264
90	209270
100	217703

0	143363
1	144367
2	145342
3	146349
4	147350
5	148305
6	149276
7	150273
8	150766
9	151733
10	152613
11	153510
12	154396
13	155350
14	156243
15	157196
16	155291
17	156081
18	156834
19	157590
20	158370
GNDAccumulatedData	153724	MinAccumulatedData	153510	MinDCOffsetValue	11
