OffsetValue	AccumulatedValue	Overflow
-300	-81245
-200	-6133
-100	69637
0	146205
100	223192
200	299261
300	374425

-100	69580
-90	78286
-80	85619
-70	91693
-60	100899
-50	108186
-40	114373
-30	123584
-20	130873
-10	136700
0	146241
10	155825
20	161707
30	168975
40	178224
50	184421
60	191710
70	200974
80	207118
90	214423
100	223153

0	146219
1	147263
2	148282
3	149334
4	150374
5	151390
6	152382
7	153414
8	153917
9	154889
10	155853
11	156814
12	157738
13	158722
14	159667
15	160639
16	158589
17	159357
18	160179
19	160963
20	161724
GNDAccumulatedData	157995	MinAccumulatedData	157738	MinDCOffsetValue	12
