Amp	Real	Quad	Magnitude	Phase	Overflow
0	327	-209	388.085	-0.568705	0
100	708	-179	730.277	-0.247636	0
200	1338	-322	1376.2	-0.236167	0
300	1891	-291	1913.26	-0.152689	0
400	2428	-147	2432.45	-0.0604698	0
500	2969	15	2969.04	0.00505216	0
600	3514	184	3518.81	0.0523142	0
700	4066	351	4081.12	0.0861121	0
800	4700	378	4715.18	0.0802528	0
900	5413	294	5420.98	0.0542604	0
1000	6173	184	6175.74	0.0297984	0
SourceAmp:	10	MinSinkAmp:	0	MinMagnitude:	388.085

Amp	Real	Quad	Magnitude	Phase	Overflow
0	199	-74	212.313	-0.356014	0
10	114	-22	116.103	-0.190639	0
20	177	-39	181.246	-0.216874	0
30	242	-57	248.622	-0.231321	0
40	307	-74	315.793	-0.23653	0
50	373	-91	383.94	-0.239293	0
60	438	-108	451.119	-0.241753	0
70	503	-125	518.299	-0.243575	0
80	569	-143	586.694	-0.246219	0
90	635	-160	654.847	-0.246831	0
100	699	-176	720.817	-0.246661	0
110	765	-193	788.97	-0.247131	0
120	830	-209	855.909	-0.246679	0
130	895	-225	922.849	-0.246293	0
140	959	-241	988.818	-0.246205	0
150	1024	-256	1055.52	-0.244979	0
160	1088	-271	1121.24	-0.244113	0
170	1151	-286	1186	-0.243547	0
180	1213	-300	1249.55	-0.242455	0
190	1275	-314	1313.1	-0.241469	0
200	1336	-326	1375.2	-0.239335	0
SourceAmp:	10	MinSinkAmp:	10	MinMagnitude:	116.103

Amp	Real	Quad	Magnitude	Phase	Overflow
0	100	-42	108.462	-0.397628	0
1	56	-6	56.3205	-0.106736	0
2	62	-8	62.514	-0.128323	0
3	69	-9	69.5845	-0.129703	0
4	74	-11	74.8131	-0.147568	0
5	81	-13	82.0366	-0.159137	0
6	87	-14	88.1192	-0.159552	0
7	94	-16	95.352	-0.168597	0
8	101	-18	102.591	-0.176366	0
9	107	-20	108.853	-0.184784	0
10	114	-22	116.103	-0.190639	0
11	120	-23	122.184	-0.18937	0
12	126	-25	128.456	-0.195869	0
13	132	-27	134.733	-0.201762	0
14	139	-28	141.792	-0.198779	0
15	145	-30	148.071	-0.204018	0
16	152	-32	155.332	-0.207496	0
17	159	-34	162.595	-0.210664	0
18	165	-36	168.882	-0.214815	0
19	172	-37	175.935	-0.211887	0
20	178	-39	182.222	-0.215693	0
SourceAmp:	10	MinSinkAmp:	1	MinMagnitude:	56.3205

