Amp	Real	Quad	Magnitude	Phase	Overflow
0	338	-254	422.8	-0.644447	0
100	662	-170	683.479	-0.251366	0
200	1268	-282	1298.98	-0.218836	0
300	1825	-260	1843.43	-0.141513	0
400	2353	-161	2358.5	-0.0683168	0
500	2877	-2	2877	-0.000695168	0
600	3404	164	3407.95	0.0481414	0
700	3947	311	3959.23	0.0786316	0
800	4573	341	4585.7	0.0744304	0
900	5237	304	5245.82	0.0579834	0
1000	5970	202	5973.42	0.0338229	0
SourceAmp:	1	MinSinkAmp:	0	MinMagnitude:	422.8

Amp	Real	Quad	Magnitude	Phase	Overflow
0	167	-82	186.046	-0.456436	0
10	89	-24	92.1792	-0.263398	0
20	152	-42	157.696	-0.269589	0
30	214	-58	221.721	-0.26467	0
40	278	-75	287.939	-0.263511	0
50	343	-93	355.384	-0.264771	0
60	406	-109	420.377	-0.262288	0
70	469	-126	485.631	-0.262459	0
80	534	-144	553.075	-0.263398	0
90	598	-160	619.035	-0.261435	0
100	661	-176	684.03	-0.260226	0
110	724	-192	749.026	-0.259226	0
120	790	-209	817.179	-0.258632	0
130	853	-224	881.921	-0.256804	0
140	916	-240	946.919	-0.256249	0
150	980	-256	1012.88	-0.255515	0
160	1043	-271	1077.63	-0.254206	0
170	1105	-286	1141.41	-0.253266	0
180	1168	-300	1205.91	-0.251415	0
190	1229	-314	1268.48	-0.250141	0
200	1289	-327	1329.83	-0.248444	0
SourceAmp:	1	MinSinkAmp:	10	MinMagnitude:	92.1792

Amp	Real	Quad	Magnitude	Phase	Overflow
0	94	-56	109.417	-0.537285	0
1	34	-9	35.171	-0.258771	0
2	40	-11	41.4849	-0.268366	0
3	46	-13	47.8017	-0.275426	0
4	52	-14	53.8516	-0.262995	0
5	58	-16	60.1664	-0.269167	0
6	64	-18	66.4831	-0.274167	0
7	70	-19	72.5328	-0.265043	0
8	77	-21	79.8123	-0.266252	0
9	83	-23	86.1278	-0.270325	0
10	89	-24	92.1792	-0.263398	0
11	96	-26	99.4585	-0.264488	0
12	101	-28	104.809	-0.270436	0
13	108	-30	112.089	-0.270947	0
14	114	-31	118.14	-0.26551	0
15	120	-33	124.455	-0.268366	0
16	128	-35	132.699	-0.266913	0
17	134	-37	139.014	-0.269407	0
18	140	-39	145.331	-0.271683	0
19	147	-40	152.345	-0.265676	0
20	152	-42	157.696	-0.269589	0
SourceAmp:	1	MinSinkAmp:	1	MinMagnitude:	35.171

