	None0	
CoarseR0	722.5741548317592	
CoarseR10	973.402878802642	
CoarseR20	1243.048531583534	
CoarseR30	1540.9177284155292	
CoarseR40	1871.0477532067864	
CoarseR50	2241.688049649258	
CoarseR60	2658.2102808926393	
CoarseR70	3126.276959430613	
CoarseR80	3659.4667950894236	
CoarseR90	4277.007839900999	
CoarseR100	5002.388713923823	
CoarseR110	5858.345397550864	
CoarseR120	6872.8337578217215	
CoarseR130	8115.223660137735	
CoarseR140	9644.212495254767	
CoarseR150	11610.783402256382	
CoarseR160	14220.392910730656	
CoarseR170	17804.511861937914	
CoarseR180	23248.98281021243	
CoarseR190	31973.808372402662	
CoarseR200	49342.08106572573	
CoarseR210	96286.03941201746	
CoarseR220	728409.6198603569	
CoarseR230	138719.40254452155	
CoarseR240	65928.2407748398	
CoarseR250	44573.654188948305	
MaxRout:	728409.6198603569	CoarseR:	220	None:	0

	None0	
CoarseR210	96286.03941201746	
CoarseR211	106034.58024868432	
CoarseR212	118013.76697403572	
CoarseR213	133088.1286452026	
CoarseR214	148958.87677480828	
CoarseR215	169292.00400578615	
CoarseR216	209323.4489453711	
CoarseR217	251884.15672913118	
CoarseR218	333529.71941479965	
CoarseR219	457330.74232413527	
CoarseR220	728409.6198603569	
CoarseR221	2538181.1962338276	
CoarseR222	2357944.7949526813	
CoarseR223	710285.9946646341	
CoarseR224	483865.90920922486	
CoarseR225	327388.56134157104	
CoarseR226	247247.62827365045	
CoarseR227	211764.03430767907	
CoarseR228	180112.20013205195	
CoarseR229	152908.1889573718	
CoarseR230	138692.0168496588	
MaxRout:	2538181.1962338276	CoarseR:	221	None:	0

	None0	
FineR0	76458.13963566453	
FineR10	133070.61734926509	
FineR20	190333.08940725963	
FineR30	262567.7754331408	
FineR40	352617.25684387557	
FineR50	425678.8115768418	
FineR60	537246.8580405598	
FineR70	651141.5205488945	
FineR80	826535.774040155	
FineR90	1131445.9182443025	
FineR100	1387740.7133343199	
FineR110	1794049.043062201	
FineR120	1794940.0747269592	
FineR130	2539245.119305857	
FineR140	2540310.7658910523	
FineR150	1.4865709011512505E7	
FineR160	1.491414342629482E7	
FineR170	1.4962927229108356E7	
FineR180	1.0372029101995565E7	
FineR190	1.5012064205457464E7	
FineR200	1.0345703539823009E7	
FineR210	3847188.811188811	
FineR220	3843166.0672078924	
FineR230	3843166.0672078924	
FineR240	2361273.456244475	
FineR250	3839149.311973711	
MaxRout:	1.5012064205457464E7	FineR:	190	None:	0

	None0	
FineR180	1.0372029101995565E7	
FineR181	1.0372029101995565E7	
FineR182	1.0372029101995565E7	
FineR183	1.0372029101995565E7	
FineR184	1.0372029101995565E7	
FineR185	1.0372029101995565E7	
FineR186	1.0372029101995565E7	
FineR187	1.0372029101995565E7	
FineR188	1.5012064205457464E7	
FineR189	1.5012064205457464E7	
FineR190	1.0372029101995565E7	
FineR191	1.5012064205457464E7	
FineR192	1.0345703539823009E7	
FineR193	1.0345703539823009E7	
FineR194	1.0345703539823009E7	
FineR195	1.0345703539823009E7	
FineR196	1.0345703539823009E7	
FineR197	1.0345703539823009E7	
FineR198	1.0345703539823009E7	
FineR199	1.0345703539823009E7	
FineR200	1.0345703539823009E7	
MaxRout:	1.5012064205457464E7	FineR:	188	None:	0

