Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1216	-1128	1658.63	-2.39372	0
100	-1200	-1113	1636.69	-2.39379	0
200	-988	-903	1338.49	-2.40111	0
300	-671	-600	900.134	-2.412	0
400	-344	-293	451.868	-2.43609	0
500	-14	10	17.2047	2.52134	0
600	320	312	446.927	0.772741	0
700	661	616	903.536	0.750174	0
800	1004	921	1362.45	0.742308	0
900	1346	1224	1819.31	0.737963	0
1000	1677	1522	2264.69	0.736983	0
SourceAmp:	470	MinSinkAmp:	500	MinMagnitude:	17.2047

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-337	-293	446.562	-2.42592	0
410	-307	-263	404.25	-2.43323	0
420	-274	-232	359.026	-2.43901	0
430	-241	-202	314.46	-2.444	0
440	-208	-171	269.268	-2.45351	0
450	-175	-141	224.735	-2.46338	0
460	-143	-111	181.025	-2.48152	0
470	-110	-81	136.605	-2.50688	0
480	-76	-50	90.9725	-2.55969	0
490	-43	-20	47.4236	-2.70624	0
500	-11	10	14.8661	2.40378	0
510	23	40	46.1411	1.04896	0
520	55	70	89.0225	0.904827	0
530	89	100	133.869	0.843534	0
540	122	130	178.281	0.817134	0
550	155	160	222.767	0.80127	0
560	189	191	268.704	0.790661	0
570	223	221	313.959	0.780894	0
580	256	251	358.521	0.775537	0
590	290	281	403.808	0.769638	0
600	325	312	450.521	0.764993	0
SourceAmp:	470	MinSinkAmp:	500	MinMagnitude:	14.8661

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-40	-20	44.7214	-2.67795	0
491	-38	-17	41.6293	-2.72093	0
492	-36	-15	39	-2.7468	0
493	-33	-12	35.1141	-2.79282	0
494	-30	-9	31.3209	-2.85014	0
495	-27	-6	27.6586	-2.92292	0
496	-23	-2	23.0868	-3.05485	0
497	-20	1	20.025	3.09163	0
498	-16	4	16.4924	2.89661	0
499	-12	7	13.8924	2.61352	0
500	-9	10	13.4536	2.30361	0
501	-6	13	14.3178	2.0032	0
502	-2	16	16.1245	1.69515	0
503	1	19	19.0263	1.51821	0
504	5	22	22.561	1.34732	0
505	8	25	26.2488	1.26109	0
506	11	28	30.0832	1.19646	0
507	15	31	34.4384	1.12014	0
508	18	34	38.4708	1.0839	0
509	21	37	42.5441	1.05457	0
510	25	40	47.1699	1.0122	0
SourceAmp:	470	MinSinkAmp:	500	MinMagnitude:	13.4536

