Amp	Real	Quad	Magnitude	Phase	Overflow
0	-1225	-1126	1663.88	-2.39828	0
100	-1208	-1111	1641.21	-2.398	0
200	-986	-898	1333.64	-2.40287	0
300	-667	-597	895.153	-2.41152	0
400	-337	-292	445.907	-2.42761	0
500	-3	9	9.48683	1.89255	0
600	335	309	455.748	0.745047	0
700	682	611	915.666	0.730542	0
800	1032	915	1379.22	0.725378	0
900	1379	1216	1838.56	0.722667	0
1000	1716	1517	2290.4	0.723923	0
SourceAmp:	482	MinSinkAmp:	500	MinMagnitude:	9.48683

Amp	Real	Quad	Magnitude	Phase	Overflow
400	-331	-293	442.052	-2.41702	0
410	-300	-262	398.301	-2.42371	0
420	-266	-232	352.959	-2.42436	0
430	-235	-203	310.538	-2.42912	0
440	-200	-172	263.788	-2.43132	0
450	-167	-142	219.21	-2.43692	0
460	-136	-114	177.46	-2.44397	0
470	-101	-83	130.729	-2.45371	0
480	-66	-52	84.0238	-2.47429	0
490	-34	-22	40.4969	-2.56729	0
500	1	8	8.06226	1.44644	0
510	35	40	53.1507	0.851966	0
520	67	68	95.462	0.792805	0
530	103	99	142.864	0.765599	0
540	136	129	187.449	0.758989	0
550	170	159	232.768	0.751976	0
560	205	190	279.508	0.747442	0
570	238	219	323.427	0.743847	0
580	271	248	367.349	0.741111	0
590	305	278	412.685	0.739119	0
600	340	309	459.436	0.737669	0
SourceAmp:	482	MinSinkAmp:	500	MinMagnitude:	8.06226

Amp	Real	Quad	Magnitude	Phase	Overflow
490	-32	-23	39.4081	-2.51839	0
491	-29	-19	34.6699	-2.56159	0
492	-26	-17	31.0644	-2.56252	0
493	-23	-14	26.9258	-2.5948	0
494	-19	-10	21.4709	-2.65711	0
495	-16	-7	17.4642	-2.72918	0
496	-11	-3	11.4018	-2.87534	0
497	-7	0	7	3.14159	0
498	-4	3	5	2.49809	0
499	0	6	6	1.5708	0
500	2	9	9.21954	1.35213	0
501	6	12	13.4164	1.10715	0
502	9	15	17.4929	1.03038	0
503	13	18	22.2036	0.945311	0
504	17	21	27.0185	0.890275	0
505	20	25	32.0156	0.896055	0
506	24	28	36.8782	0.86217	0
507	28	31	41.7732	0.836202	0
508	30	33	44.5982	0.832981	0
509	34	36	49.5177	0.813962	0
510	37	39	53.7587	0.811708	0
SourceAmp:	482	MinSinkAmp:	498	MinMagnitude:	5

