	None0	
CoarseR0	739.271724229451	
CoarseR10	987.1269190208352	
CoarseR20	1251.4227064787567	
CoarseR30	1542.9986337261862	
CoarseR40	1865.9668374390046	
CoarseR50	2222.2908791396776	
CoarseR60	2619.9216330587474	
CoarseR70	3063.3395381822515	
CoarseR80	3569.4571423118955	
CoarseR90	4144.694132244496	
CoarseR100	4804.138886269515	
CoarseR110	5573.630523919257	
CoarseR120	6485.2895212788535	
CoarseR130	7556.095225563334	
CoarseR140	8872.270995168108	
CoarseR150	10491.488941041756	
CoarseR160	12513.996352242353	
CoarseR170	15209.040110964266	
CoarseR180	18876.58455537724	
CoarseR190	24258.896002697842	
CoarseR200	32337.9810719402	
CoarseR210	47017.192963878086	
CoarseR220	78463.45560079563	
CoarseR230	152525.44734781177	
CoarseR240	125547.95462132887	
CoarseR250	72495.7251518271	
MaxZout:	152525.44734781177	CoarseR:	230	None:	0

	None0	
CoarseR220	78463.45560079563	
CoarseR221	83468.38613965827	
CoarseR222	89787.52290865916	
CoarseR223	96195.87225449352	
CoarseR224	101698.53084715919	
CoarseR225	107831.99459508964	
CoarseR226	116879.85300746767	
CoarseR227	124332.9744057873	
CoarseR228	134502.19684578	
CoarseR229	145111.14495633935	
CoarseR230	150442.59105258185	
CoarseR231	160262.9832238922	
CoarseR232	164276.76143059225	
CoarseR233	169828.2911941732	
CoarseR234	162428.54050083307	
CoarseR235	162232.43060023955	
CoarseR236	159302.61586073955	
CoarseR237	150041.84699378375	
CoarseR238	144578.87918950093	
CoarseR239	131443.37897222937	
CoarseR240	127841.02508404109	
MaxZout:	169828.2911941732	CoarseR:	233	None:	0

	None0	
FineR0	76040.61991964118	
FineR10	109478.20920438136	
FineR20	130413.52686083317	
FineR30	145062.33368777158	
FineR40	152474.0804140807	
FineR50	160290.00669209906	
FineR60	159766.70306507556	
FineR70	164335.96239299048	
FineR80	159987.33465844856	
FineR90	165560.50811450704	
FineR100	167957.07150594302	
FineR110	168970.66454618215	
FineR120	163317.0751290398	
FineR130	165120.31515655149	
FineR140	165817.22226596365	
FineR150	165789.1914450396	
FineR160	166389.27493639663	
FineR170	166361.1427427258	
FineR180	166333.01063551678	
FineR190	166333.01063551678	
FineR200	166304.87861481347	
FineR210	166775.90288414	
FineR220	171610.77079356214	
FineR230	166747.69127208472	
FineR240	162459.73228891092	
FineR250	167058.2719673274	
MaxZout:	171610.77079356214	FineR:	220	None:	0

	None0	
FineR140	169774.74713602333	
FineR141	169774.74713602333	
FineR142	165792.97210678144	
FineR143	170563.56752635023	
FineR144	170563.56752635023	
FineR145	165792.97210678144	
FineR146	165040.35504871965	
FineR147	165040.35504871965	
FineR148	165764.94201127088	
FineR149	165736.91200212462	
FineR150	165736.91200212462	
FineR151	165012.4475635459	
FineR152	165012.4475635459	
FineR153	166364.93773041095	
FineR154	165736.91200212462	
FineR155	165736.91200212462	
FineR156	165736.91200212462	
FineR157	165736.91200212462	
FineR158	166364.93773041095	
FineR159	165736.91200212462	
FineR160	165736.91200212462	
MaxZout:	170563.56752635023	FineR:	143	None:	0

